name,index,MAP,mean,median,hdi_lower,hdi_upper,et_lower,et_upper,rhat,ess
a11,0,-0.47005553517503507,-0.1759384469270449,-0.21850984503959292,-0.9972657746722864,0.8474247704576481,-0.9361233827725678,0.9103303636508235,0.9990787231950556,300.0
a12,1,-0.30906696982798953,0.020333559559027846,0.03494743939510425,-0.9863298807069629,0.8788479897656045,-0.9503581673012138,0.9322957268604094,1.0076953499218826,300.0
a22,2,-0.5089557452756138,-0.03168253272800721,-0.02896960439407803,-0.997799358538292,0.8449640364845616,-0.9529619452115463,0.9252189428512331,1.0040815706847428,278.0147054383365
b1,3,1.466215979866771,1.4830986120280714,1.4663069818957102,0.11581088684809071,2.9303014330567265,0.07921115622146294,2.9089897407874976,1.1032006937416154,92.65201873334239
b2,4,2.5022802660134484,1.4979638076253696,1.5024437793686318,0.20255551296531293,2.9971972930221153,0.13361869803740853,2.976195369250782,1.0210858168613834,300.0
a33,5,1.107637594800634,1.2247442672011577,1.1878474670699513,1.000351675006312,1.4978867389401174,1.0103715304222154,1.6055618613155562,0.9977279355081603,280.46496616553003
a44,7,-0.3903660050682609,-0.08403933414643773,-0.11534631343879437,-0.9767595417888569,0.8318692207490357,-0.944340298005345,0.9343533005195802,0.9975061835437251,300.0
b3,8,1.6560223805278125,1.3557751347538236,1.2887114854424668,0.004323487720767183,2.78858182696759,0.06340538485975872,2.922073301853626,1.0124937536274372,146.54069041114747
b4,9,0.17000280806489146,0.41553247728222537,0.34537952698768437,0.003921388603074782,1.025628609831255,0.014787522488976742,1.5445821546684708,1.0186180609091853,252.46569017065235
a13,10,-0.6707138736832131,-0.06631016612446594,-0.12288612359576273,-0.9160309738896185,0.9884282605108252,-0.950185305076529,0.9534534886220944,0.9969604119012706,264.01653738298666
a14,11,0.5495126107309991,0.08132324695333625,0.1275867283135056,-0.8621735231813794,0.9941945842336963,-0.9189508850748958,0.9532485680939291,1.0216506790142763,209.79061803552244
a55,14,0.97837001394105,0.10407167535764072,0.1342580561620731,-0.9549741057012235,0.9522584407156875,-0.9534133592113759,0.9594563580071791,0.9971034363832402,169.37554865925495
b5,15,0.06052740935305372,0.11494193164686652,0.12363813329485174,0.015327226419194928,0.19840753110436557,0.011420374655847018,0.19591050151221678,0.9995069142371572,300.0
a35,18,-0.3925246578616206,-1.5174610696238922,-1.5316245520430425,-2.9996950038748293,-0.14704723678455256,-2.9606915489451584,-0.03716703505521999,0.9989198208094002,300.0
a45,19,0.9262464814178477,0.07361019978626816,0.04333701662019818,-0.8240314193773517,0.9982183439346783,-0.8991729102092926,0.9543520302859728,1.031399656516067,209.25528687766774
