biovolume_um3,mean_thickness_um,roughness_Ra,coverage,file,series,fov,condition,day,species,threshold
61565.03563413773,0.5744232478642283,0.2238709364632677,0.3325490951538086,240416_HOBIC22_5Spezies_FISH_Tag10.lif,4,Tag10 2 1,CH,10,A.naeslundii,0.6340422630310059
28960.62849031968,0.8311999973535404,0.5264886392002438,0.1081075668334961,240416_HOBIC22_5Spezies_FISH_Tag10.lif,4,Tag10 2 1,CH,10,Vd/Vp,0.6674299240112305
36620.00622203616,0.82867178686438,0.5536935684647728,0.1371164321899414,240416_HOBIC22_5Spezies_FISH_Tag10.lif,4,Tag10 2 1,CH,10,F.nucleatum,0.3948383331298828
59165.88664055731,0.5671179980614617,0.20537593002317966,0.32370662689208984,240416_HOBIC22_5Spezies_FISH_Tag10.lif,4,Tag10 2 1,CH,10,P.gingivalis,0.4373256266117096
57426.88036133664,0.6396117149469044,0.33970996925535246,0.2785816192626953,240416_HOBIC22_5Spezies_FISH_Tag10.lif,5,Tag10 3 1,CH,10,S.oralis,0.3710978925228119
95097.91743654048,0.6557635851308017,0.35078853694695034,0.4499635696411133,240416_HOBIC22_5Spezies_FISH_Tag10.lif,5,Tag10 3 1,CH,10,A.naeslundii,0.815954327583313
30967.659169989696,0.7172730878207135,0.41182152597546884,0.13396072387695312,240416_HOBIC22_5Spezies_FISH_Tag10.lif,5,Tag10 3 1,CH,10,Vd/Vp,0.84154212474823
128305.57169622931,0.7354715334009884,0.4111037608624437,0.5412940979003906,240416_HOBIC22_5Spezies_FISH_Tag10.lif,5,Tag10 3 1,CH,10,F.nucleatum,0.6090160012245178
108569.10366796031,0.6813333256179089,0.37452483308171175,0.49442481994628906,240416_HOBIC22_5Spezies_FISH_Tag10.lif,5,Tag10 3 1,CH,10,P.gingivalis,0.6075817346572876
74440.35580030156,0.6200257765899164,0.3064729419792556,0.37252235412597656,240416_HOBIC22_5Spezies_FISH_Tag10.lif,6,Tag10 4 1,CH,10,S.oralis,0.5607386827468872
62195.80791792614,0.6289386195728862,0.33284451786680364,0.3068361282348633,240416_HOBIC22_5Spezies_FISH_Tag10.lif,6,Tag10 4 1,CH,10,A.naeslundii,0.7174021005630493
90646.06751261107,0.6378678648905266,0.3294943318815465,0.4409322738647461,240416_HOBIC22_5Spezies_FISH_Tag10.lif,6,Tag10 4 1,CH,10,Vd/Vp,0.6546224355697632
82449.41080489344,0.6183089252868531,0.30162941284514827,0.41374778747558594,240416_HOBIC22_5Spezies_FISH_Tag10.lif,6,Tag10 4 1,CH,10,F.nucleatum,0.5069667100906372
74962.87267507314,0.6111908105832409,0.2913612810621155,0.38055992126464844,240416_HOBIC22_5Spezies_FISH_Tag10.lif,6,Tag10 4 1,CH,10,P.gingivalis,0.4421125054359436
45080.535489232316,0.6230849108303526,0.3102019372248792,0.2244892120361328,240416_HOBIC22_5Spezies_FISH_Tag10.lif,7,Tag10 5 1,CH,10,S.oralis,0.3931967318058014
57002.46995098656,0.5754583235075093,0.22458011359175023,0.30735015869140625,240416_HOBIC22_5Spezies_FISH_Tag10.lif,7,Tag10 5 1,CH,10,A.naeslundii,0.5376496315002441
630.003424349376,0.5520412335039053,0.1680676400940013,0.0035409927368164062,240416_HOBIC22_5Spezies_FISH_Tag10.lif,7,Tag10 5 1,CH,10,Vd/Vp,4.663802146911621
65778.84667574035,0.6070063354615097,0.2820039476213385,0.33623790740966797,240416_HOBIC22_5Spezies_FISH_Tag10.lif,7,Tag10 5 1,CH,10,F.nucleatum,0.304964542388916
37427.76994869158,0.5668481466137238,0.20565151238608104,0.20487117767333984,240416_HOBIC22_5Spezies_FISH_Tag10.lif,7,Tag10 5 1,CH,10,P.gingivalis,0.3884170353412628
33415.55385200525,0.6012542476177836,0.27524975972207233,0.17244243621826172,240416_HOBIC22_5Spezies_FISH_Tag10.lif,8,Tag10 5 2,CH,10,S.oralis,0.39978229999542236
50223.12873319526,0.559547923636675,0.18790211129559098,0.27849674224853516,240416_HOBIC22_5Spezies_FISH_Tag10.lif,8,Tag10 5 2,CH,10,A.naeslundii,0.5424237251281738
757.634091230016,0.5684912592250924,0.20720367925213667,0.0041351318359375,240416_HOBIC22_5Spezies_FISH_Tag10.lif,8,Tag10 5 2,CH,10,Vd/Vp,5.304987907409668
49373.38528116825,0.5848226265759418,0.24227522155142045,0.26195240020751953,240416_HOBIC22_5Spezies_FISH_Tag10.lif,8,Tag10 5 2,CH,10,F.nucleatum,0.29809170961380005
37118.84222608531,0.5494075268523702,0.16177636775012583,0.20963001251220703,240416_HOBIC22_5Spezies_FISH_Tag10.lif,8,Tag10 5 2,CH,10,P.gingivalis,0.4259623885154724
38229.99788738592,0.6063573563106321,0.2846327778400014,0.19562721252441406,240416_HOBIC22_5Spezies_FISH_Tag10.lif,9,Tag10 5 3,CH,10,S.oralis,0.41122162342071533
48343.267404742466,0.5615184675196712,0.19268469744513672,0.2671318054199219,240416_HOBIC22_5Spezies_FISH_Tag10.lif,9,Tag10 5 3,CH,10,A.naeslundii,0.5789620876312256
642.305175374016,0.540406801137833,0.13653277188321622,0.0036878585815429688,240416_HOBIC22_5Spezies_FISH_Tag10.lif,9,Tag10 5 3,CH,10,Vd/Vp,4.923377513885498
59362.407113175934,0.6029270026097925,0.2748115286113092,0.3054924011230469,240416_HOBIC22_5Spezies_FISH_Tag10.lif,9,Tag10 5 3,CH,10,F.nucleatum,0.2945183515548706
36433.327150237244,0.560689929143095,0.1917514548260472,0.20161819458007812,240416_HOBIC22_5Spezies_FISH_Tag10.lif,9,Tag10 5 3,CH,10,P.gingivalis,0.4050045609474182
50837.293653100416,0.7354845592878171,0.44668238907469116,0.21446800231933594,240416_HOBIC22_5Spezies_FISH_Tag10.lif,10,Tag10 6 1,CH,10,S.oralis,0.42249178886413574
52845.09319220947,0.5888425314400788,0.25285403852122523,0.2784576416015625,240416_HOBIC22_5Spezies_FISH_Tag10.lif,10,Tag10 6 1,CH,10,A.naeslundii,0.6277077794075012
2256.6024535824,0.6627462087019318,0.3521558421267438,0.010564804077148438,240416_HOBIC22_5Spezies_FISH_Tag10.lif,10,Tag10 6 1,CH,10,Vd/Vp,4.249490737915039
72745.32828099398,0.6537590342709245,0.3510518766523053,0.34525585174560547,240416_HOBIC22_5Spezies_FISH_Tag10.lif,10,Tag10 6 1,CH,10,F.nucleatum,0.3044099509716034
26657.586926619264,0.5899867854834868,0.2575913540871377,0.14019489288330078,240416_HOBIC22_5Spezies_FISH_Tag10.lif,10,Tag10 6 1,CH,10,P.gingivalis,0.5405222177505493
51553.716878397885,0.6496269434847944,0.3477275379446779,0.24623489379882812,240416_HOBIC22_5Spezies_FISH_Tag10.lif,11,Tag10 6 2,CH,10,S.oralis,0.4339657425880432
44809.1281072512,0.5884789453288987,0.2534619475258264,0.23625946044921875,240416_HOBIC22_5Spezies_FISH_Tag10.lif,11,Tag10 6 2,CH,10,A.naeslundii,0.6025855541229248
820.526793343488,0.5670350042480884,0.20398466866821485,0.004489898681640625,240416_HOBIC22_5Spezies_FISH_Tag10.lif,11,Tag10 6 2,CH,10,Vd/Vp,6.2431640625
67841.69655068468,0.6396861774056589,0.3327103623601401,0.32906627655029297,240416_HOBIC22_5Spezies_FISH_Tag10.lif,11,Tag10 6 2,CH,10,F.nucleatum,0.291201651096344
33473.67962559667,0.5879635109162762,0.2532911107880986,0.17664718627929688,240416_HOBIC22_5Spezies_FISH_Tag10.lif,11,Tag10 6 2,CH,10,P.gingivalis,0.4469161629676819
71739.19881906624,0.7188193596668988,0.4185951803220558,0.3096637725830078,240416_HOBIC22_5Spezies_FISH_Tag10.lif,12,Tag10 7 1,CH,10,S.oralis,0.5573614835739136
63420.90854809248,0.6158428631120265,0.3010155294759649,0.3195333480834961,240416_HOBIC22_5Spezies_FISH_Tag10.lif,12,Tag10 7 1,CH,10,A.naeslundii,0.715670108795166
882.804407905728,0.7182351337834458,0.36557458472787496,0.0038137435913085938,240416_HOBIC22_5Spezies_FISH_Tag10.lif,12,Tag10 7 1,CH,10,Vd/Vp,5.89208984375
80051.18444263987,0.670411529769106,0.3679882052062577,0.37049293518066406,240416_HOBIC22_5Spezies_FISH_Tag10.lif,12,Tag10 7 1,CH,10,F.nucleatum,0.3976700007915497
54795.68958905395,0.6073348817720061,0.2875922729855724,0.27994441986083984,240416_HOBIC22_5Spezies_FISH_Tag10.lif,12,Tag10 7 1,CH,10,P.gingivalis,0.5167148113250732
65728.87081220275,0.7312844164948312,0.4229694316408955,0.2788839340209961,240416_HOBIC22_5Spezies_FISH_Tag10.lif,13,Tag11 8 1,CH,10,S.oralis,0.4328410029411316
68867.50881425184,0.6143629567377558,0.2979713515650697,0.3478107452392578,240416_HOBIC22_5Spezies_FISH_Tag10.lif,13,Tag11 8 1,CH,10,A.naeslundii,0.7605814933776855
924.784133277312,0.6923157386102163,0.35916746490127116,0.0041446685791015625,240416_HOBIC22_5Spezies_FISH_Tag10.lif,13,Tag11 8 1,CH,10,Vd/Vp,4.6722002029418945
88697.7776940837,0.7390676352554006,0.4200846915055432,0.3723764419555664,240416_HOBIC22_5Spezies_FISH_Tag10.lif,13,Tag11 8 1,CH,10,F.nucleatum,0.4393514096736908
92676.16397545229,0.6706967706776281,0.36809917092524325,0.428741455078125,240416_HOBIC22_5Spezies_FISH_Tag10.lif,13,Tag11 8 1,CH,10,P.gingivalis,0.644232988357544
59456.20796473882,0.7033640540461924,0.4037955921372661,0.2622833251953125,240416_HOBIC22_5Spezies_FISH_Tag10.lif,14,Tag10 8 2,CH,10,S.oralis,0.43408864736557007
62708.02207621459,0.672535913199412,0.3758950328034383,0.2893085479736328,240416_HOBIC22_5Spezies_FISH_Tag10.lif,14,Tag10 8 2,CH,10,A.naeslundii,0.7128363847732544
1382.4092713939199,0.7188264343934794,0.36634066619579614,0.005967140197753906,240416_HOBIC22_5Spezies_FISH_Tag10.lif,14,Tag10 8 2,CH,10,Vd/Vp,4.16015625
88046.70752110463,0.7352129938326262,0.4158900260395795,0.3715810775756836,240416_HOBIC22_5Spezies_FISH_Tag10.lif,14,Tag10 8 2,CH,10,F.nucleatum,0.4096304178237915
69245.63388637171,0.6204359843467294,0.3084771608676335,0.3462972640991211,240416_HOBIC22_5Spezies_FISH_Tag10.lif,14,Tag10 8 2,CH,10,P.gingivalis,0.612376868724823
56043.85600239148,0.6742738747300533,0.3723963991397201,0.25789642333984375,240416_HOBIC22_5Spezies_FISH_Tag15.lif,0,1 1,CH,15,S.oralis,0.4943311810493469
48751.68553876051,0.5735041334774796,0.22097858166966824,0.26375865936279297,240416_HOBIC22_5Spezies_FISH_Tag15.lif,0,1 1,CH,15,A.naeslundii,0.6111910939216614
875.115813515328,0.6501957752911623,0.32704066054786407,0.004176139831542969,240416_HOBIC22_5Spezies_FISH_Tag15.lif,0,1 1,CH,15,Vd/Vp,5.02392578125
45233.230973825666,0.5907792530920446,0.2565313403298336,0.23756694793701172,240416_HOBIC22_5Spezies_FISH_Tag15.lif,0,1 1,CH,15,F.nucleatum,0.2783600091934204
40736.47965865632,0.5841644129353014,0.24554597703749048,0.21637248992919922,240416_HOBIC22_5Spezies_FISH_Tag15.lif,0,1 1,CH,15,P.gingivalis,0.47839468717575073
68516.14005061056,0.7085195470177292,0.39981716625505437,0.3000507354736328,240416_HOBIC22_5Spezies_FISH_Tag15.lif,1,1 2,CH,15,S.oralis,0.5089554190635681
51417.78252957561,0.5960465649317332,0.26686289133179175,0.26766204833984375,240416_HOBIC22_5Spezies_FISH_Tag15.lif,1,1 2,CH,15,A.naeslundii,0.6537078022956848
1594.61447656896,0.6617488520408165,0.34206010272961657,0.007476806640625,240416_HOBIC22_5Spezies_FISH_Tag15.lif,1,1 2,CH,15,Vd/Vp,3.5146484375
69683.42245096108,0.6846523030974722,0.3814490397379903,0.31580066680908203,240416_HOBIC22_5Spezies_FISH_Tag15.lif,1,1 2,CH,15,F.nucleatum,0.2903645634651184
6108.742015060608,0.6544475550726069,0.3541491708572188,0.028962135314941406,240416_HOBIC22_5Spezies_FISH_Tag15.lif,1,1 2,CH,15,P.gingivalis,1.0700809955596924
84693.09641989997,0.7458989372558678,0.42292996273172084,0.3523073196411133,240416_HOBIC22_5Spezies_FISH_Tag15.lif,2,1 3 Fuso,CH,15,S.oralis,0.538399875164032
59752.52639254483,0.6215624059212842,0.31001038005378884,0.2982807159423828,240416_HOBIC22_5Spezies_FISH_Tag15.lif,2,1 3 Fuso,CH,15,A.naeslundii,0.6899571418762207
844.97652350496,0.6442813452074058,0.32481777647745486,0.004069328308105469,240416_HOBIC22_5Spezies_FISH_Tag15.lif,2,1 3 Fuso,CH,15,Vd/Vp,5.209765434265137
78792.86908470701,0.7306099296904612,0.4216053252352058,0.3346223831176758,240416_HOBIC22_5Spezies_FISH_Tag15.lif,2,1 3 Fuso,CH,15,F.nucleatum,0.351446270942688
34050.47797676448,0.6144626582138063,0.30399907591642383,0.17194175720214844,240416_HOBIC22_5Spezies_FISH_Tag15.lif,2,1 3 Fuso,CH,15,P.gingivalis,0.5093470811843872
86476.23523092153,0.7102199433040175,0.4053426388156419,0.3777961730957031,240416_HOBIC22_5Spezies_FISH_Tag15.lif,3,2 1 Fuso,CH,15,S.oralis,0.6445444822311401
68511.37312208851,0.6252052060427231,0.31510407554525255,0.3400115966796875,240416_HOBIC22_5Spezies_FISH_Tag15.lif,3,2 1 Fuso,CH,15,A.naeslundii,0.7343229055404663
3082.049947335744,0.6767572990483902,0.3567327613519169,0.014130592346191406,240416_HOBIC22_5Spezies_FISH_Tag15.lif,3,2 1 Fuso,CH,15,Vd/Vp,2.2474722862243652
74600.4323355097,0.6493430459837766,0.3465028860641784,0.35646820068359375,240416_HOBIC22_5Spezies_FISH_Tag15.lif,3,2 1 Fuso,CH,15,F.nucleatum,0.4108293056488037
54474.30634353523,0.6361796051545281,0.33706075207871766,0.2656841278076172,240416_HOBIC22_5Spezies_FISH_Tag15.lif,3,2 1 Fuso,CH,15,P.gingivalis,0.4917582869529724
113722.61471595764,0.8079618688870399,0.4443183173964456,0.43672657012939453,240416_HOBIC22_5Spezies_FISH_Tag15.lif,4,2 2,CH,15,S.oralis,0.5882619619369507
72286.78051155053,0.6927805518407457,0.3960285063213714,0.32375526428222656,240416_HOBIC22_5Spezies_FISH_Tag15.lif,4,2 2,CH,15,A.naeslundii,0.6874529719352722
2472.190640289216,0.6706681480863836,0.3468651897202315,0.011437416076660156,240416_HOBIC22_5Spezies_FISH_Tag15.lif,4,2 2,CH,15,Vd/Vp,2.3486979007720947
85935.72704527642,0.6781924538462099,0.3744275747401771,0.39316463470458984,240416_HOBIC22_5Spezies_FISH_Tag15.lif,4,2 2,CH,15,F.nucleatum,0.3747249245643616
42855.45627265056,0.6387220552733203,0.34164551172265395,0.20818424224853516,240416_HOBIC22_5Spezies_FISH_Tag15.lif,4,2 2,CH,15,P.gingivalis,0.5262736082077026
59193.56558036275,0.6234602128189936,0.3136287443418225,0.29459095001220703,240416_HOBIC22_5Spezies_FISH_Tag15.lif,5,3 1,CH,15,S.oralis,0.5171291828155518
51009.36439555757,0.5924117907640026,0.2609156686047887,0.2671651840209961,240416_HOBIC22_5Spezies_FISH_Tag15.lif,5,3 1,CH,15,A.naeslundii,0.6353824138641357
1021.352878820736,0.6436166182452063,0.32182695963443597,0.004923820495605469,240416_HOBIC22_5Spezies_FISH_Tag15.lif,5,3 1,CH,15,Vd/Vp,2.5873324871063232
88223.54519208384,0.659708338600358,0.3569651915604607,0.41494083404541016,240416_HOBIC22_5Spezies_FISH_Tag15.lif,5,3 1,CH,15,F.nucleatum,0.2639508843421936
45585.06105313037,0.5739825837587224,0.22210505777593362,0.24642086029052734,240416_HOBIC22_5Spezies_FISH_Tag15.lif,5,3 1,CH,15,P.gingivalis,0.49605897068977356
60472.17882748627,0.6557090837285412,0.3559596897834321,0.28615283966064453,240416_HOBIC22_5Spezies_FISH_Tag15.lif,6,3 2,CH,15,S.oralis,0.5047903060913086
48240.39401179891,0.5782038202810135,0.23134217773252846,0.25887107849121094,240416_HOBIC22_5Spezies_FISH_Tag15.lif,6,3 2,CH,15,A.naeslundii,0.6180784106254578
1129.915831613184,0.7095549893842887,0.36486667660625477,0.004940986633300781,240416_HOBIC22_5Spezies_FISH_Tag15.lif,6,3 2,CH,15,Vd/Vp,2.884033203125
58171.29007021517,0.6166154794484843,0.30260101112534427,0.29271697998046875,240416_HOBIC22_5Spezies_FISH_Tag15.lif,6,3 2,CH,15,F.nucleatum,0.23830538988113403
40327.75398086265,0.5819584006777314,0.24238771128589448,0.2150135040283203,240416_HOBIC22_5Spezies_FISH_Tag15.lif,6,3 2,CH,15,P.gingivalis,0.48484155535697937
60657.01263663149,0.6327757594315724,0.32583522801029635,0.29743003845214844,240416_HOBIC22_5Spezies_FISH_Tag15.lif,7,3 3,CH,15,S.oralis,0.5343079566955566
48836.72139271833,0.5736913508302554,0.22146928796165197,0.2641324996948242,240416_HOBIC22_5Spezies_FISH_Tag15.lif,7,3 3,CH,15,A.naeslundii,0.6318022608757019
1023.659457137856,0.6601579980178396,0.34213145235020914,0.004811286926269531,240416_HOBIC22_5Spezies_FISH_Tag15.lif,7,3 3,CH,15,Vd/Vp,3.1424479484558105
64613.71708181914,0.6048302440933102,0.2814303335687856,0.3314704895019531,240416_HOBIC22_5Spezies_FISH_Tag15.lif,7,3 3,CH,15,F.nucleatum,0.2506609261035919
47610.08304367392,0.5829305433772255,0.24211382588673516,0.2534170150756836,240416_HOBIC22_5Spezies_FISH_Tag15.lif,7,3 3,CH,15,P.gingivalis,0.4698941707611084
54233.03825156448,0.6434036562597996,0.34236368025761127,0.2615375518798828,240416_HOBIC22_5Spezies_FISH_Tag15.lif,8,3 4,CH,15,S.oralis,0.6080273389816284
51398.56104359961,0.5862466672976943,0.24833244988504627,0.2720346450805664,240416_HOBIC22_5Spezies_FISH_Tag15.lif,8,3 4,CH,15,A.naeslundii,0.7021668553352356
1508.655991284288,0.6679971829069136,0.34124046270927716,0.007007598876953125,240416_HOBIC22_5Spezies_FISH_Tag15.lif,8,3 4,CH,15,Vd/Vp,2.5853207111358643
65083.49019907258,0.6135294134179379,0.2959625757860831,0.3291463851928711,240416_HOBIC22_5Spezies_FISH_Tag15.lif,8,3 4,CH,15,F.nucleatum,0.28660154342651367
44832.1938904224,0.5833868542197442,0.2430337707098204,0.23844432830810547,240416_HOBIC22_5Spezies_FISH_Tag15.lif,8,3 4,CH,15,P.gingivalis,0.5457954406738281
41867.62566537197,0.7224612630339545,0.4385777843502241,0.1798114776611328,240416_HOBIC22_5Spezies_FISH_Tag21.lif,0,1 1,CH,21,S.oralis,0.5862444043159485
49733.51904241459,0.5831901648916041,0.24210466812213194,0.2646017074584961,240416_HOBIC22_5Spezies_FISH_Tag21.lif,0,1 1,CH,21,A.naeslundii,0.7094618082046509
3749.881256085888,0.6713429703406151,0.3529282197231851,0.01733112335205078,240416_HOBIC22_5Spezies_FISH_Tag21.lif,0,1 1,CH,21,Vd/Vp,2.1583986282348633
84064.63071442867,0.6468202569723799,0.3419080929488713,0.4032583236694336,240416_HOBIC22_5Spezies_FISH_Tag21.lif,0,1 1,CH,21,F.nucleatum,0.2838541865348816
63128.126873706045,0.620788993534854,0.308412537522668,0.3155241012573242,240416_HOBIC22_5Spezies_FISH_Tag21.lif,0,1 1,CH,21,P.gingivalis,0.5668433904647827
44024.73770754259,0.6698751763132296,0.38288712159078125,0.20391845703125,240416_HOBIC22_5Spezies_FISH_Tag21.lif,1,1 2,CH,21,S.oralis,0.620008647441864
49940.188459628545,0.5807408970523585,0.23684803672943652,0.26682186126708984,240416_HOBIC22_5Spezies_FISH_Tag21.lif,1,1 2,CH,21,A.naeslundii,0.7534722089767456
3494.4661504368,0.6708749336165692,0.35647350183770354,0.01616191864013672,240416_HOBIC22_5Spezies_FISH_Tag21.lif,1,1 2,CH,21,Vd/Vp,2.812066078186035
73198.95535002758,0.620710766524187,0.3066179564187169,0.36590576171875,240416_HOBIC22_5Spezies_FISH_Tag21.lif,1,1 2,CH,21,F.nucleatum,0.32036831974983215
56181.02052631622,0.6082206062037895,0.28788770067974445,0.2866039276123047,240416_HOBIC22_5Spezies_FISH_Tag21.lif,1,1 2,CH,21,P.gingivalis,0.5984994769096375
44410.55137405286,0.7072300844325886,0.42343644673293124,0.1948404312133789,240416_HOBIC22_5Spezies_FISH_Tag21.lif,2,1 3,CH,21,S.oralis,0.5735156536102295
65118.24264571718,0.6067059615753589,0.2851507541233347,0.3330259323120117,240416_HOBIC22_5Spezies_FISH_Tag21.lif,2,1 3,CH,21,A.naeslundii,0.7024639844894409
5372.943531899328,0.6915766230169718,0.36975151247590443,0.02410602569580078,240416_HOBIC22_5Spezies_FISH_Tag21.lif,2,1 3,CH,21,Vd/Vp,1.972055196762085
84918.06469176307,0.6650762976782251,0.36223596920930945,0.39617061614990234,240416_HOBIC22_5Spezies_FISH_Tag21.lif,2,1 3,CH,21,F.nucleatum,0.32639724016189575
65112.39931398048,0.6219435039942223,0.30992131271860957,0.32483768463134766,240416_HOBIC22_5Spezies_FISH_Tag21.lif,2,1 3,CH,21,P.gingivalis,0.5840785503387451
43837.443548192445,0.6784607758538673,0.39427805160353885,0.20048141479492188,240416_HOBIC22_5Spezies_FISH_Tag21.lif,3,2 1,CH,21,S.oralis,0.5941630005836487
53447.87899241683,0.5909267030954249,0.2575454007119791,0.2806406021118164,240416_HOBIC22_5Spezies_FISH_Tag21.lif,3,2 1,CH,21,A.naeslundii,0.6990816593170166
4084.0275682926717,0.6871880275134464,0.3648175684855115,0.01844024658203125,240416_HOBIC22_5Spezies_FISH_Tag21.lif,3,2 1,CH,21,Vd/Vp,2.2744140625
95864.93161292678,0.6746727786959005,0.37156057166991285,0.44087982177734375,240416_HOBIC22_5Spezies_FISH_Tag21.lif,3,2 1,CH,21,F.nucleatum,0.2672165036201477
57802.237539475966,0.6136051317356476,0.29820588595342284,0.29228687286376953,240416_HOBIC22_5Spezies_FISH_Tag21.lif,3,2 1,CH,21,P.gingivalis,0.588810920715332
48602.83435136237,0.8121533668883694,0.48681211528611806,0.1856851577758789,240416_HOBIC22_5Spezies_FISH_Tag21.lif,4,2 2,CH,21,S.oralis,0.5758899450302124
55050.48960715181,0.5943734475126019,0.264356261980381,0.28737926483154297,240416_HOBIC22_5Spezies_FISH_Tag21.lif,4,2 2,CH,21,A.naeslundii,0.6980270147323608
4122.1629964690555,0.6829730661506339,0.3677830703897517,0.01872730255126953,240416_HOBIC22_5Spezies_FISH_Tag21.lif,4,2 2,CH,21,Vd/Vp,2.252103328704834
81563.22341545594,0.6606262652138086,0.3596265647513168,0.38308238983154297,240416_HOBIC22_5Spezies_FISH_Tag21.lif,4,2 2,CH,21,F.nucleatum,0.27609536051750183
54688.04926758835,0.6111112022420967,0.2947040367841541,0.2776679992675781,240416_HOBIC22_5Spezies_FISH_Tag21.lif,4,2 2,CH,21,P.gingivalis,0.6023027896881104
44109.4660177248,0.6861665845880209,0.40497921270244613,0.19946002960205078,240416_HOBIC22_5Spezies_FISH_Tag21.lif,5,2 3,CH,21,S.oralis,0.5758816003799438
49746.12833721485,0.5840832469027539,0.2436841556419951,0.2642641067504883,240416_HOBIC22_5Spezies_FISH_Tag21.lif,5,2 3,CH,21,A.naeslundii,0.6788986921310425
2998.5518122559997,0.6788567253496626,0.3576680173212077,0.013705253601074219,240416_HOBIC22_5Spezies_FISH_Tag21.lif,5,2 3,CH,21,Vd/Vp,2.795355796813965
76319.90958497876,0.6408239734388347,0.333577806027603,0.36953258514404297,240416_HOBIC22_5Spezies_FISH_Tag21.lif,5,2 3,CH,21,F.nucleatum,0.26722753047943115
58883.56145454182,0.618056193825209,0.3041788512249104,0.2956104278564453,240416_HOBIC22_5Spezies_FISH_Tag21.lif,5,2 3,CH,21,P.gingivalis,0.5405899286270142
50997.370188308545,0.6416894248730513,0.34355754429895646,0.24659061431884766,240416_HOBIC22_5Spezies_FISH_Tag21.lif,6,3 1,CH,21,S.oralis,0.5387449860572815
57486.851397581755,0.5913409998450785,0.2581648820058558,0.3016366958618164,240416_HOBIC22_5Spezies_FISH_Tag21.lif,6,3 1,CH,21,A.naeslundii,0.6442980766296387
5334.961875610752,0.6713625821923106,0.3548698854464183,0.024656295776367188,240416_HOBIC22_5Spezies_FISH_Tag21.lif,6,3 1,CH,21,Vd/Vp,1.4886925220489502
83449.38939130887,0.6445389658577809,0.339194730341386,0.40172386169433594,240416_HOBIC22_5Spezies_FISH_Tag21.lif,6,3 1,CH,21,F.nucleatum,0.284701406955719
49913.12460737433,0.6129393512542368,0.29747018461545643,0.2526683807373047,240416_HOBIC22_5Spezies_FISH_Tag21.lif,6,3 1,CH,21,P.gingivalis,0.4991563558578491
48380.32642970419,0.6251544442149747,0.32113734773941527,0.24012374877929688,240416_HOBIC22_5Spezies_FISH_Tag21.lif,7,3 2,CH,21,S.oralis,0.537449061870575
57954.7792521815,0.5879693487832561,0.2510973648017714,0.3058357238769531,240416_HOBIC22_5Spezies_FISH_Tag21.lif,7,3 2,CH,21,A.naeslundii,0.6181490421295166
4082.797393190208,0.6622857506107593,0.34683711025851194,0.019127845764160156,240416_HOBIC22_5Spezies_FISH_Tag21.lif,7,3 2,CH,21,Vd/Vp,1.60546875
62237.48009952211,0.6139549009441686,0.2972582160933263,0.31453514099121094,240416_HOBIC22_5Spezies_FISH_Tag21.lif,7,3 2,CH,21,F.nucleatum,0.29395946860313416
40009.90748876352,0.6026111936671062,0.2799254033935911,0.2060079574584961,240416_HOBIC22_5Spezies_FISH_Tag21.lif,7,3 2,CH,21,P.gingivalis,0.4989114999771118
48509.95613112633,0.6664758249229338,0.37463124497327205,0.22583961486816406,240416_HOBIC22_5Spezies_FISH_Tag21.lif,8,3 3,CH,21,S.oralis,0.5545555353164673
51562.481876002945,0.5866930429704028,0.24893677730855518,0.27269458770751953,240416_HOBIC22_5Spezies_FISH_Tag21.lif,8,3 3,CH,21,A.naeslundii,0.6758486032485962
3432.342307762368,0.6484638696939783,0.33625853908596437,0.01642322540283203,240416_HOBIC22_5Spezies_FISH_Tag21.lif,8,3 3,CH,21,Vd/Vp,2.2744140625
95560.30950317913,0.670640150734041,0.3653377417278037,0.4421215057373047,240416_HOBIC22_5Spezies_FISH_Tag21.lif,8,3 3,CH,21,F.nucleatum,0.28179746866226196
57557.125150310014,0.6120715495996079,0.2948673380803906,0.2917766571044922,240416_HOBIC22_5Spezies_FISH_Tag21.lif,8,3 3,CH,21,P.gingivalis,0.55710768699646
85119.81340856716,0.7127336229504396,0.4185817179977333,0.3705587387084961,240416_HOBIC22_5Spezies_FISH_Tag21.lif,9,4 1,CH,21,S.oralis,0.5029687285423279
48173.041924939,0.5876031762337336,0.25081813363769007,0.25437450408935547,240416_HOBIC22_5Spezies_FISH_Tag21.lif,9,4 1,CH,21,A.naeslundii,0.7156333327293396
2579.677189867008,0.6631139132495851,0.34587879523598486,0.012070655822753906,240416_HOBIC22_5Spezies_FISH_Tag21.lif,9,4 1,CH,21,Vd/Vp,3.5145092010498047
53912.731409260414,0.6101381653367468,0.2909231194661747,0.2741680145263672,240416_HOBIC22_5Spezies_FISH_Tag21.lif,9,4 1,CH,21,F.nucleatum,0.2638922929763794
46684.22250718195,0.5962966178416215,0.2678345213878367,0.2429189682006836,240416_HOBIC22_5Spezies_FISH_Tag21.lif,9,4 1,CH,21,P.gingivalis,0.5700892806053162
47910.55331245075,0.6858954453450203,0.40095234195158985,0.2167339324951172,240416_HOBIC22_5Spezies_FISH_Tag21.lif,10,4 2,CH,21,S.oralis,0.4639778137207031
46352.22900140448,0.5712551440563045,0.2161599718604433,0.25176429748535156,240416_HOBIC22_5Spezies_FISH_Tag21.lif,10,4 2,CH,21,A.naeslundii,0.5826939344406128
