name,index,MAP,mean,median,hdi_lower,hdi_upper,et_lower,et_upper,rhat,ess
a11,0,0.39052852767554125,2.374628592669288,2.2648480528327535,0.24065271310925285,4.98733875417111,0.10273580581410606,4.894529152652028,,1000.0
a12,1,0.4145783888214567,1.138455919814829,1.1560920758486288,-0.49905018993691297,2.6856880493014255,-0.4222240918895423,2.8274254129489216,,1000.0
a22,2,0.10850105561309098,1.8533883959236865,1.676106320531081,0.0040643818046994795,4.260536330873963,0.0664247843543469,4.651774583351434,,1000.0
b1,3,0.7297341071067847,1.4751347517421547,1.4825734563542388,0.019435300653359633,2.8692935441384173,0.07605443339105504,2.9425272157493296,,791.5456868763299
b2,4,2.367383526396721,1.5027515737628396,1.475942829179216,0.05965313244320852,2.9070424471543097,0.06943667556639971,2.922607385097065,,1000.0
a33,5,0.5089376467042865,2.1267804475592156,2.121694370713281,0.08619592788806729,4.313184545379749,0.13633488260172494,4.428716439361152,,1000.0
a34,6,2.852186045412372,1.4113166049887138,1.5064706157981687,-0.2882385487275181,2.9925489498507067,-0.3763455503456607,2.946703118874631,,1000.0
a44,7,1.6932743189543908,1.992433793732458,1.796962083072411,0.023596756407728847,4.506680209544072,0.10245727439280607,4.747328874495849,,1000.0
b3,8,3.828822061766762,2.31610781379009,2.2106466669596134,0.017045723374199184,4.745003464132352,0.09269002692510456,4.9023547389981275,,656.2346150647712
b4,9,2.448304215716239,1.41461977613519,1.3757175520876828,0.002451423073641268,2.8218412648053066,0.0613072185921929,2.9162910856371695,,785.7867802523436
a13,10,-0.6809832655462347,0.38219605083745556,0.584924925627178,-2.6993871484790564,2.9435337908500294,-2.7809294409382934,2.9102011486256187,,1000.0
a14,11,-0.16134786608688745,1.0766199737612143,1.0000508152344936,-0.49834737279590247,2.755403480683636,-0.4428192777327787,2.8849525240898215,,925.6289593993646
a23,12,4.626015520892774,4.218031356804114,4.414883036672284,2.842851668524756,4.9969951514488695,2.289128864041638,4.973241142794606,,1000.0
a24,13,2.5902697892914888,1.3152698591437952,1.3857040511035466,-0.34244559313512346,2.948162517274218,-0.4152886397413238,2.882713325423366,,938.9533590778301
a55,14,0.2852327271717616,1.5757205039859192,1.3125940122718032,0.0013838323811103947,3.985600067329069,0.05896422427132213,4.551061574624513,,1000.0
b5,15,0.1823885659598739,0.2385601642045291,0.23085080293007004,0.0005423081846653716,0.47522769533365306,0.008697982324569347,0.484305631942717,,837.8889299534234
a15,16,0.4489805558511355,1.1374016969132823,1.094298976062502,-0.45699805944771066,2.8003329655705533,-0.3961197887117443,2.8721533179118577,,1000.0
a25,17,-0.4157509569878659,1.2596674133057744,1.274260951581255,-0.3986896684501975,2.9048315521455335,-0.4142424461102,2.8964614522326544,,1000.0
a35,18,4.5303909235469435,3.187514124172346,3.4704368023708128,0.69407440376698,4.994614347236675,0.3663227478686823,4.916160977870733,,1000.0
a45,19,1.6808404597595024,2.0239758366678497,1.8590184933621379,0.0027981919661265175,4.390864280130574,0.07533174755939658,4.648817698155906,,985.9776148666039
