model,chain,stage,beta
Dysbiotic_HOBIC,1,0,0.0
Dysbiotic_HOBIC,1,1,0.15007957816123962
Dysbiotic_HOBIC,1,2,0.6006063245971394
Dysbiotic_HOBIC,1,3,0.9999999880971409
Dysbiotic_HOBIC,1,4,1.0
