model,chain,stage,beta
Dysbiotic_HOBIC,1,0,0.0
Dysbiotic_HOBIC,1,1,0.14685708284378052
Dysbiotic_HOBIC,1,2,0.4712540550735529
Dysbiotic_HOBIC,1,3,0.9712540550735529
Dysbiotic_HOBIC,1,4,0.9999999991433041
Dysbiotic_HOBIC,1,5,1.0
