condition,t_day,species,phi
DS,6.2,V. parvula,0.6207904125523684
DS,6.2,F. nucleatum,0.09466969719583922
DS,6.2,P. gingivalis_W83,0.16022527289578353
DS,6.25,S. oralis,0.06501417184400989
DS,6.25,A. naeslundii,0.05876333608033093
DS,6.25,V. parvula,0.6202639292995327
DS,6.25,F. nucleatum,0.09516067044207216
DS,6.25,P. gingivalis_W83,0.16079789233405437
DS,6.300000000000001,S. oralis,0.0645652949822819
DS,6.300000000000001,A. naeslundii,0.058682120999110715
DS,6.300000000000001,V. parvula,0.6197324979797998
DS,6.300000000000001,F. nucleatum,0.0956525502051116
DS,6.300000000000001,P. gingivalis_W83,0.16136753583369604
DS,6.3500000000000005,S. oralis,0.0641210663498615
DS,6.3500000000000005,A. naeslundii,0.05860321014277753
DS,6.3500000000000005,V. parvula,0.6191961843407084
DS,6.3500000000000005,F. nucleatum,0.09614532935692828
DS,6.3500000000000005,P. gingivalis_W83,0.16193420980972428
DS,6.4,S. oralis,0.06368143509771355
DS,6.4,A. naeslundii,0.05852658957917243
DS,6.4,V. parvula,0.6186550538245712
DS,6.4,F. nucleatum,0.09663900073399521
DS,6.4,P. gingivalis_W83,0.16249792076454742
DS,6.45,S. oralis,0.06324635067925728
DS,6.45,A. naeslundii,0.05845224552877176
DS,6.45,V. parvula,0.6181091713181555
DS,6.45,F. nucleatum,0.09713355711267857
DS,6.45,P. gingivalis_W83,0.16305867536113702
DS,6.5,S. oralis,0.06281576362144134
DS,6.5,A. naeslundii,0.0583801647489453
DS,6.5,V. parvula,0.6175585997804054
DS,6.5,F. nucleatum,0.09762899104269303
DS,6.5,P. gingivalis_W83,0.163616480806515
DS,6.550000000000001,S. oralis,0.06238962478155016
DS,6.550000000000001,A. naeslundii,0.058310334162136
DS,6.550000000000001,V. parvula,0.6170034015791949
DS,6.550000000000001,F. nucleatum,0.09812529500297022
DS,6.550000000000001,P. gingivalis_W83,0.16417134447414883
