condition,t_day,species,phi
CH,5.45,A. naeslundii,0.04935230451740729
CH,5.45,V. dispar,0.1946831405011025
CH,5.45,F. nucleatum,5.291686697625862e-05
CH,5.45,P. gingivalis_20709,1.1220178108129289e-06
CH,5.5,S. oralis,0.754504160077798
CH,5.5,A. naeslundii,0.049430288885878144
CH,5.5,V. dispar,0.1960159695389895
CH,5.5,F. nucleatum,4.856259743090845e-05
CH,5.5,P. gingivalis_20709,1.018899903287879e-06
CH,5.55,S. oralis,0.7530829634239449
CH,5.55,A. naeslundii,0.04951426838596593
CH,5.55,V. dispar,0.19735727698877556
CH,5.55,F. nucleatum,4.456595705600471e-05
CH,5.55,P. gingivalis_20709,9.252442574873152e-07
CH,5.6000000000000005,S. oralis,0.7516469251371906
CH,5.6000000000000005,A. naeslundii,0.04960429447545165
CH,5.6000000000000005,V. dispar,0.19870704266156977
CH,5.6000000000000005,F. nucleatum,4.089754447009065e-05
CH,5.6000000000000005,P. gingivalis_20709,8.401813177669986e-07
CH,5.65,S. oralis,0.750196042512203
CH,5.65,A. naeslundii,0.04970042066744676
CH,5.65,V. dispar,0.20006524336709033
CH,5.65,F. nucleatum,3.753052687361466e-05
CH,5.65,P. gingivalis_20709,7.629263865087381e-07
CH,5.7,S. oralis,0.7487303115710564
CH,5.7,A. naeslundii,0.04980270232079169
CH,5.7,V. dispar,0.20143185318958867
CH,5.7,F. nucleatum,3.444015566486992e-05
CH,5.7,P. gingivalis_20709,6.927628983352968e-07
CH,5.75,S. oralis,0.7472497272075851
CH,5.75,A. naeslundii,0.04991119677726733
CH,5.75,V. dispar,0.2028068432530508
CH,5.75,F. nucleatum,3.1603721788376174e-05
CH,5.75,P. gingivalis_20709,6.290403084989038e-07
CH,5.800000000000001,S. oralis,0.7457542833959945
CH,5.800000000000001,A. naeslundii,0.050025963487657185
CH,5.800000000000001,V. dispar,0.20419018149003512
CH,5.800000000000001,F. nucleatum,2.900045616853087e-05
CH,5.800000000000001,P. gingivalis_20709,5.711701447974071e-07
CH,5.8500000000000005,S. oralis,0.7442439734828941
CH,5.8500000000000005,A. naeslundii,0.05014706372195614
CH,5.8500000000000005,V. dispar,0.20558183305264807
CH,5.8500000000000005,F. nucleatum,2.6611129729095054e-05
CH,5.8500000000000005,P. gingivalis_20709,5.186127725094212e-07
CH,5.9,S. oralis,0.742718790285791
CH,5.9,A. naeslundii,0.0502745611317184
CH,5.9,V. dispar,0.20698175939464578
CH,5.9,F. nucleatum,2.441830323107257e-05
CH,5.9,P. gingivalis_20709,4.7088461374204665e-07
CH,5.95,S. oralis,0.7411787263718682
CH,5.95,A. naeslundii,0.050408521118166225
CH,5.95,V. dispar,0.20838991922450484
CH,5.95,F. nucleatum,2.240574586057327e-05
CH,5.95,P. gingivalis_20709,4.275396003175049e-07
CH,6.0,S. oralis,0.7396237741989187
CH,6.0,A. naeslundii,0.05054901154132995
CH,6.0,V. dispar,0.2098062673324357
CH,6.0,F. nucleatum,2.0558748950091827e-05
CH,6.0,P. gingivalis_20709,3.881783655956064e-07
CH,6.050000000000001,S. oralis,0.7380539262812371
CH,6.050000000000001,A. naeslundii,0.05069610211462657
CH,6.050000000000001,V. dispar,0.21123075552060502
CH,6.050000000000001,F. nucleatum,1.8863650197825944e-05
CH,6.050000000000001,P. gingivalis_20709,3.5243333339938605e-07
CH,6.1000000000000005,S. oralis,0.7364691754122559
CH,6.1000000000000005,A. naeslundii,0.0508498650071171
CH,6.1000000000000005,V. dispar,0.21266333157064654
CH,6.1000000000000005,F. nucleatum,1.7308035553058626e-05
CH,6.1000000000000005,P. gingivalis_20709,3.199744274034201e-07
CH,6.15,S. oralis,0.7348695147425034
CH,6.15,A. naeslundii,0.05101037436666468
CH,6.15,V. dispar,0.2141039399849841
CH,6.15,F. nucleatum,1.5880407028732368e-05
CH,6.15,P. gingivalis_20709,2.9049881915320964e-07
CH,6.2,S. oralis,0.733254938040267
CH,6.2,A. naeslundii,0.05117770678297523
CH,6.2,V. dispar,0.2155525211564517
CH,6.2,F. nucleatum,1.4570286623169829e-05
CH,6.2,P. gingivalis_20709,2.637336830098585e-07
CH,6.25,S. oralis,0.731625439734135
CH,6.25,A. naeslundii,0.05135194095703969
CH,6.25,V. dispar,0.21700901188033242
CH,6.25,F. nucleatum,1.3367998926935006e-05
CH,6.25,P. gingivalis_20709,2.394295660903493e-07
CH,6.300000000000001,S. oralis,0.7299810151659998
CH,6.300000000000001,A. naeslundii,0.051533158011272714
CH,6.300000000000001,V. dispar,0.21847334476146743
CH,6.300000000000001,F. nucleatum,1.2264700289883624e-05
CH,6.300000000000001,P. gingivalis_20709,2.1736097025644582e-07
CH,6.3500000000000005,S. oralis,0.7283216606457447
CH,6.3500000000000005,A. naeslundii,0.05172144131438161
CH,6.3500000000000005,V. dispar,0.21994544846821074
CH,6.3500000000000005,F. nucleatum,1.1252249244687892e-05
CH,6.3500000000000005,P. gingivalis_20709,1.9732241839728956e-07
CH,6.4,S. oralis,0.7266473736758601
CH,6.4,A. naeslundii,0.051916876661919076
CH,6.4,V. dispar,0.22142524734637628
CH,6.4,F. nucleatum,1.0323188135613726e-05
CH,6.4,P. gingivalis_20709,1.7912770881800713e-07
CH,6.45,S. oralis,0.7249581529347514
CH,6.45,A. naeslundii,0.05211955207017643
CH,6.45,V. dispar,0.22291266174968982
