model,chain,stage,beta
Dysbiotic_Static,1,0,0.0
Dysbiotic_Static,1,1,0.5
Dysbiotic_Static,1,2,0.9999999850988388
Dysbiotic_Static,1,3,1.0
Dysbiotic_Static,2,0,0.0
Dysbiotic_Static,2,1,0.5
Dysbiotic_Static,2,2,0.9999999850988388
Dysbiotic_Static,2,3,1.0
