model,chain,stage,accept_rate
Commensal_HOBIC,1,0,0.732
Commensal_HOBIC,1,1,0.7066666666666667
Commensal_HOBIC,1,2,0.7386666666666667
Commensal_HOBIC,2,0,0.7293333333333333
Commensal_HOBIC,2,1,0.6986666666666667
Commensal_HOBIC,2,2,0.7386666666666667
