model,chain,stage,beta,beta_next,delta_beta,ess,ess_target,accept_rate,logL_min,logL_max,linearization_enabled,rom_error_pre,rom_error_post,delta_theta0
Commensal_HOBIC,1,1,0.0,0.5,0.5,75.00000088117481,75.0,0.732,15.216597066222402,24.472713342226236,0,nan,nan,nan
Commensal_HOBIC,1,2,0.5,0.9999999850988388,0.4999999850988388,136.53073061025134,75.0,0.7066666666666667,22.250864086060414,24.55740852151253,0,nan,nan,nan
Commensal_HOBIC,1,3,0.9999999850988388,1.0,1.4901161193847656e-08,150.00000000000003,75.0,0.7386666666666667,21.79787496282598,24.495563506583434,0,0.0,nan,6.493680389879307
Commensal_HOBIC,2,1,0.0,0.5,0.5,75.00000127243455,75.0,0.7293333333333333,18.764126126831513,24.527827803191975,0,nan,nan,nan
Commensal_HOBIC,2,2,0.5,0.9999999850988388,0.4999999850988388,136.98045978296452,75.0,0.6986666666666667,22.391258716309448,24.517779749544342,0,nan,nan,nan
Commensal_HOBIC,2,3,0.9999999850988388,1.0,1.4901161193847656e-08,149.99999999999994,75.0,0.7386666666666667,18.869919748473713,24.522934798027524,0,0.0,nan,4.784169912334281
