condition,day,z_um,S.oralis,A.naeslundii,Vd/Vp,F.nucleatum,P.gingivalis
CH,6,27.880697435897435,0.12436931947102914,0.14004965137976866,0.3191227086079426,0.07014761162109864,0.07288468808699877
CH,6,29.520738461538457,0.13519580582013496,0.1482496984876119,0.3378618217431582,0.07703007923868985,0.07257754498949417
CH,6,31.160779487179486,0.14725564412581615,0.15690196618819846,0.35718041008863693,0.0845784971729303,0.07206140758517461
CH,6,32.80082051282051,0.16104266341680135,0.1663957607669708,0.3774071643749873,0.09297397927596018,0.07137061993663128
CH,6,34.44086153846153,0.17610196860936972,0.1755940075104053,0.396119698194357,0.10182430297136306,0.0703850521491124
CH,6,36.080902564102566,0.1926614278402084,0.18417940873366137,0.4126347688528208,0.11061054869340017,0.06901310871426876
CH,6,37.72094358974359,0.20837055964347648,0.1908419683957711,0.4223890523115793,0.11816966163042264,0.06718688311103063
CH,6,39.360984615384616,0.2215303473747694,0.19485473655737362,0.4221200186472672,0.1234414339065552,0.06536427891025177
CH,6,41.001025641025635,0.2311513352852601,0.19453875155020983,0.4118144558026241,0.12523363224970988,0.0629841692936726
CH,6,42.64106666666666,0.2340916395187378,0.18782727619012193,0.38494367599487306,0.1209953188896179,0.06002141435941061
CH,6,44.28110769230769,0.22861650425654187,0.17667769079024973,0.3430993887094351,0.11207339614629745,0.057219651971872044
CH,6,45.92114871794872,0.21258582113645014,0.1563185439277918,0.2850285215255542,0.09504517102852846,0.05293887547957592
CH,6,47.56118974358974,0.18728272620684058,0.12787662301308067,0.21754886099161239,0.07231340594589708,0.04698475660421909
CH,6,49.20123076923076,0.15677801416470458,0.10437443084441703,0.1564850253554492,0.05293198921359506,0.042646733757395014
CH,6,50.84127179487179,0.126965064689135,0.07809533480650344,0.1016181013905086,0.03400640350121721,0.03484353522459667
CH,6,52.48131282051282,0.10205880777958114,0.057709388645031535,0.06473571726909055,0.02105358238212575,0.027816837099500204
CH,6,54.121353846153845,0.08227461244051275,0.04317343584620037,0.040463865634340526,0.012856937593852105,0.022601857265600794
CH,6,55.76139487179487,0.06910936266948015,0.033827177339639414,0.02678482813330796,0.008518272979805865,0.01844566076611861
CH,6,57.40143589743589,0.059373730936875736,0.027063643569365543,0.018412172144804267,0.0059025801861515475,0.015260410662262877
CH,6,59.041476923076914,0.05223595098807262,0.02258550943090366,0.013260305350503104,0.0044154001471514905,0.013003220280202541
CH,6,60.681517948717946,0.046274402852241825,0.01905737212166573,0.009512243305261322,0.0033242063047603165,0.011173586886471664
CH,6,62.32155897435897,0.04169405689224219,0.016535756913706283,0.007178683060770618,0.002638778165699198,0.009829454233822152
CH,6,63.9616,0.03813142478466034,0.014672151021659374,0.005512962490320206,0.0021820438094437124,0.008885695692151785
CH,10,0.0,0.04489022878309091,0.023186486400663852,0.0034354821696373013,0.005057261533026273,0.0067954486129262175
CH,10,0.7277682051282052,0.04655353096751576,0.026105824477461157,0.004399879053349478,0.0060059326699373715,0.008000963642515646
CH,10,1.4555364102564103,0.04824371000704094,0.02910632003640008,0.005423399951330357,0.006984071539710952,0.00923969086426764
CH,10,2.1833046153846154,0.05046141483844854,0.034192157264512316,0.007756701095002845,0.008685211051339044,0.011368505619705104
CH,10,2.9110728205128207,0.05314336712034339,0.04261643288290909,0.012537588605718903,0.01188677395813358,0.0156501686013439
CH,10,3.6388410256410255,0.05597082677368935,0.058607375882884366,0.024572664669677054,0.018825809316486752,0.025447324717926788
CH,10,4.366609230769231,0.06009197078454189,0.0783451201633001,0.041878191231248474,0.02827569709207194,0.03641359475799478
CH,10,5.094377435897436,0.06700406129925679,0.09993710116698193,0.06318091623555733,0.040978704308931774,0.04406846060544954
CH,10,5.822145641025641,0.07467839788549985,0.12297623860530366,0.08536343643288567,0.05513052430569042,0.05208897565961138
CH,10,6.549913846153846,0.08113862675351974,0.1398958663145701,0.1021335583060789,0.06711291394984492,0.059795314029384504
CH,10,7.277682051282051,0.0856353330752279,0.15155144221125505,0.10783397122047461,0.07654806436318107,0.0649405253589408
CH,10,8.005450256410256,0.08569291214275564,0.16147779118683606,0.10731623574382922,0.08539709898714837,0.07217909962806503
CH,10,8.733218461538462,0.08682814630178304,0.17264194308947295,0.11023187201398497,0.09424152081975573,0.07988528311252595
CH,10,9.460986666666667,0.08911494819654359,0.18374205376538966,0.11868574857815273,0.10342291148586405,0.08657606819437609
CH,10,10.188754871794872,0.09106381088813656,0.19216942202267992,0.1277278915911308,0.11186336546372146,0.0912700150273422
CH,10,10.916523076923076,0.09355190922625553,0.20080858420294062,0.13761115898497595,0.12042168181103007,0.09565984780112137
CH,10,11.644291282051283,0.0966849548694415,0.21278161784458868,0.15039423321747883,0.130129598477521,0.10112573210723125
CH,10,12.372059487179488,0.0982126273565058,0.21915634891862032,0.15661794995077147,0.13577084694471625,0.10469213601074415
CH,10,13.099827692307692,0.09863059443350022,0.22034873161942534,0.1584846366578952,0.13881322014599276,0.10618016993364271
CH,10,13.827595897435897,0.09871690419430916,0.22131041041615174,0.1597118163497275,0.14135963107403524,0.10751690888562454
CH,10,14.555364102564102,0.09711752237481441,0.21726725594355514,0.15566772034980803,0.1402315268245263,0.10690087756882302
CH,10,15.283132307692307,0.09404095735114357,0.20859705795271274,0.14690812339958473,0.13567538712269223,0.10447386259523532
CH,10,16.010900512820513,0.09082410806455672,0.20008228010155707,0.13803268561028265,0.13090737387060356,0.10189957121928407
CH,10,16.73866871794872,0.08487865112276156,0.18636662239192897,0.12297521718801595,0.12231361035369018,0.097334907297443
CH,10,17.466436923076923,0.07835742161633112,0.17182741255905382,0.107428144190747,0.11303823326165094,0.0927364913149713
CH,10,18.194205128205127,0.071426378757271,0.1574738940319572,0.09285326620193725,0.10364707268726751,0.0887356522313964
CH,10,18.921973333333334,0.06420403226382203,0.14304857696923945,0.07835197182527433,0.09401790611445905,0.08501148745934997
CH,10,19.649741538461537,0.05811557107819961,0.12920811045914887,0.06472765716712156,0.08455234369358573,0.08055092706703222
CH,10,20.377509743589744,0.05257586484345105,0.1165063217473336,0.05260239513730231,0.07586257260483807,0.07637767221885097
CH,10,21.10527794871795,0.04848250450295769,0.10738442593500906,0.04438592393934312,0.06911464353434292,0.07292145835817791
CH,10,21.83304615384615,0.04545402800043425,0.09855168808060581,0.03675285966780324,0.06252422827319841,0.06872469662981205
CH,10,22.56081435897436,0.04309489712851425,0.08883735944286117,0.02907020535887693,0.05535467857799422,0.06345455635171862
CH,10,23.288582564102565,0.041102679283955154,0.07937308730891883,0.02197714592455777,0.04806300364653619,0.057831287710941356
CH,10,24.01635076923077,0.039077863015998644,0.06980804260820148,0.015557780368880435,0.04057084720205658,0.052300971176718565
CH,10,24.744118974358976,0.037341014553721144,0.06157815620366833,0.011086843390618226,0.03423463374144461,0.046956477752224654
CH,10,25.47188717948718,0.03628785711928055,0.05532515911608297,0.008154114528613128,0.02915920055124105,0.042477701653311106
CH,10,26.199655384615383,0.03554567599143738,0.048815424809566674,0.0060904533641289,0.02471273358939633,0.03785371692509635
CH,10,26.92742358974359,0.034752362578088405,0.04260581092765699,0.004613768861817622,0.020857293738284086,0.03346389979726746
CH,10,27.655191794871794,0.03385622992665849,0.03813271454463785,0.0036113421501888813,0.0178798283475165,0.030458406652360277
CH,10,28.38296,0.03294488104681174,0.03380620510627826,0.0026702501316322015,0.015006002064243755,0.027526647232904603
CH,15,0.0,0.03939313301816583,0.023295359424082562,0.010354160745464469,0.005683193034201395,0.01377589037292637
CH,15,1.351752564102564,0.04181486452953556,0.032707767931965344,0.01740756920950541,0.009921112970541568,0.019317780391504176
CH,15,2.703505128205128,0.044558027045777396,0.041991941863670945,0.02428208237456485,0.013895626902432503,0.02423419775098013
CH,15,4.055257692307692,0.048587643819001436,0.05002860606943543,0.03032480147129928,0.01705185370855571,0.029788708488922566
CH,15,5.407010256410256,0.0534358327724756,0.05423464688087384,0.034244266279319376,0.018477151404322982,0.03570115533269321
CH,15,6.75876282051282,0.060244409516692535,0.07510274351359561,0.056514635447782874,0.02844796673721598,0.04859643025496878
CH,15,8.110515384615384,0.06801375083159655,0.10094003228005022,0.0850250552768837,0.04116281147938795,0.06326644204986784
CH,15,9.46226794871795,0.07675502485691164,0.11476349835403453,0.10370349232853654,0.048803944500366174,0.07246394888259088
CH,15,10.814020512820512,0.0859254351637971,0.11406282654617171,0.11107839997119019,0.05055272008758038,0.07383787005733794
CH,15,12.165773076923076,0.0951509709792355,0.11630247488546255,0.11965643910941882,0.05395519126278275,0.07534639796134657
CH,15,13.51752564102564,0.10427192078592877,0.1262283434983916,0.13257577380714697,0.06074653221413683,0.07916288261409277
CH,15,14.869278205128206,0.11296859722680005,0.13544438039072051,0.1437952634788906,0.06710113583204265,0.0822095947447591
CH,15,16.22103076923077,0.11928491459156458,0.14209777285129976,0.15003794342136156,0.07150979077694221,0.08363680872851266
CH,15,17.572783333333334,0.12490164154830077,0.14540365252954265,0.15146765881218016,0.07472917612176389,0.0822273656570663
CH,15,18.9245358974359,0.13008270692677262,0.1472335476846172,0.1509648274916869,0.07707836939833866,0.08013842885907835
CH,15,20.27628846153846,0.13402980820347482,0.1481650810724554,0.15030028556401911,0.07867705662591527,0.07817421584891585
CH,15,21.628041025641025,0.13587243446650413,0.1459892327921131,0.14482253035888648,0.07774813426658511,0.07445239409720764
CH,15,22.97979358974359,0.13557684901528635,0.1417478459337965,0.1366898865522578,0.07491810358941363,0.06977457837619555
CH,15,24.33154615384615,0.13425871923279303,0.13610441671111265,0.12793756802924552,0.07117941039793481,0.06491281053660294
CH,15,25.683298717948716,0.13135213506384152,0.12897948760730335,0.1184920658214161,0.06675628512703742,0.06003282400361525
CH,15,27.03505128205128,0.12763855275578606,0.1217044551486675,0.10987498681956476,0.0624765687986301,0.05581311656024833
CH,15,28.386803846153846,0.12317913677543404,0.11377658915276138,0.10098024315308209,0.057864851524265355,0.05146503570722416
CH,15,29.73855641025641,0.11685499689207438,0.10455358577056381,0.09052410752225955,0.05222748627719016,0.04708061634282319
CH,15,31.090308974358976,0.10964076501580003,0.09459765365896508,0.07906454493357346,0.045986675685689524,0.04243249493167521
CH,15,32.44206153846154,0.10127503639803483,0.0830995480959805,0.06474372550236202,0.03849042174988425,0.037752735809100636
CH,15,33.7938141025641,0.09319641227977209,0.07291655593480058,0.05202158061841217,0.0318208675486788,0.033851122258242994
CH,15,35.14556666666667,0.08545774710364641,0.06372407237843922,0.04140338907018306,0.025925814145011838,0.030222546639076135
CH,15,36.49731923076923,0.07848113377650198,0.056318283716861456,0.03265732970948404,0.02106556198962678,0.027128761696915797
CH,15,37.8490717948718,0.07235574703185986,0.051016763222809784,0.02647580500212289,0.01751768027838224,0.024686467268157944
CH,15,39.20082435897436,0.06682446332743917,0.0459820431125804,0.020669970315887045,0.01433732481531572,0.022422838259118203
CH,15,40.55257692307692,0.0616213268457124,0.040431336051999396,0.015722360166994187,0.011445226217172332,0.02028860844886648
CH,15,41.90432948717949,0.05715695143534016,0.035692066822845786,0.012516967946374706,0.00933947862097576,0.01851932878698557
CH,15,43.25608205128205,0.05365596076425834,0.0319845211865285,0.010589918513944264,0.007987788486972047,0.017089448299838043
CH,15,44.60783461538462,0.05055073222432,0.02890947642915238,0.008982873701405391,0.006851376700349368,0.015862679404493134
CH,15,45.95958717948718,0.04798649367876351,0.026813551371630568,0.007999325598808725,0.006146418377727223,0.015023681359777512
CH,15,47.31133974358974,0.04578742817736781,0.025087657626360088,0.00727580058894371,0.005584004408984374,0.0143026489397296
CH,15,48.6630923076923,0.04415195231111005,0.023725773306348577,0.006864789082520963,0.005210747525919804,0.013730370276159825
CH,15,50.01484487179487,0.04276806777581955,0.022784697388907753,0.006559748635108687,0.0049361370930945175,0.013280914397163984
CH,15,51.36659743589743,0.04153065932377313,0.02209854123737806,0.0063249087900028545,0.004716541181084885,0.01296199025744453
CH,15,52.71835,0.04046939080581069,0.021484283613972366,0.006148368780486635,0.0045649954736290965,0.012636565428692847
CH,21,0.0,0.045377485104836524,0.021108480752445757,0.005725506907765521,0.005776093916210812,0.01465316687244922
CH,21,1.0730737179487178,0.04683474311605095,0.025690749845801827,0.00786014306546489,0.00800228139978105,0.018964917859426726
CH,21,2.1461474358974355,0.04823649741816692,0.033874967448914856,0.012612071815872181,0.012190317399075957,0.028523760017168782
CH,21,3.2192211538461537,0.050584465408554435,0.03658292620317438,0.014083546824622319,0.013171470669196703,0.02653750288524092
CH,21,4.292294871794871,0.053622711378221326,0.05017443859460167,0.02427135527502217,0.02035092967465365,0.03362869351314238
CH,21,5.365368589743589,0.057914241258866885,0.06696973997466742,0.03637117209132739,0.029007103193390102,0.0435623496999212
CH,21,6.438442307692307,0.06406123998861474,0.08073565880588901,0.04600048077582659,0.035619101347177856,0.053779183192930825
CH,21,7.511516025641026,0.07197922366695143,0.08979375800416349,0.05147482699747997,0.03886605498234694,0.06387709680562599
CH,21,8.584589743589742,0.0802922502446633,0.1002791540679307,0.06053338921423672,0.04357265902515978,0.074884757932383
CH,21,9.65766346153846,0.08842732601512511,0.1152267811837821,0.07765413995198635,0.05187958401018897,0.08871572308887084
CH,21,10.730737179487178,0.09487564096418327,0.13092938100154963,0.09736630444688042,0.06103501767696191,0.10289350256192473
CH,21,11.803810897435897,0.09945616966638808,0.14305993399093267,0.11392409713843311,0.06896049741846627,0.11361699071951593
CH,21,12.876884615384615,0.10236622679692049,0.15052422522925415,0.12358710605006379,0.07435278854189584,0.11984485506008452
CH,21,13.949958333333331,0.10557051158199707,0.15542923705652356,0.13012200128287074,0.07793920300900936,0.12358938654263814
CH,21,15.023032051282051,0.10679982552448143,0.15535661987721539,0.1280444924934552,0.0778199456190356,0.12156484194267062
CH,21,16.096105769230768,0.10661346554899445,0.15252425636236483,0.12270519508120532,0.0761166916300471,0.11767773597071378
CH,21,17.169179487179484,0.10524409747897431,0.14635307046895224,0.11402281330158122,0.07269512341083145,0.11100802860127237
CH,21,18.242253205128204,0.1029846277983429,0.1388861705453541,0.10424501450063706,0.0685573482277015,0.103517632985201
CH,21,19.31532692307692,0.10047755060860743,0.13229884056804272,0.09676307726364872,0.06509583721904513,0.09670779599736516
CH,21,20.38840064102564,0.0973964965579888,0.12359120246046819,0.08607080849544266,0.05995953361241099,0.0884798506859881
CH,21,21.461474358974357,0.09413563946070962,0.11455572775015849,0.07537820759059219,0.054759011854632555,0.08054249938756516
CH,21,22.534548076923073,0.09084464751112346,0.10588858591822478,0.06551072337942272,0.049832381052860565,0.07311928591941698
CH,21,23.607621794871793,0.0872465459486613,0.09724052218147194,0.05690224788402421,0.04482225400473301,0.06618322334431398
CH,21,24.680695512820513,0.08375680515876947,0.08889862434723628,0.048483211511316196,0.03985062489757695,0.059531764040748836
CH,21,25.75376923076923,0.08018367332764542,0.08051453014083491,0.040054957344322094,0.03482550072546403,0.05312210224712124
CH,21,26.826842948717946,0.07658130906593916,0.07274014015908903,0.032491096023780607,0.03030833280242336,0.047677474209847755
CH,21,27.899916666666662,0.07292687830825648,0.06594898194695513,0.02623019219997029,0.02650727049331181,0.04331551003269851
CH,21,28.972990384615382,0.06958159473008262,0.06021947762033399,0.02133821872624909,0.02325078609730833,0.03948681517683256
CH,21,30.046064102564102,0.06659270153166008,0.05579729052559018,0.017226076300199237,0.02054644146417745,0.036566178012901955
CH,21,31.11913782051282,0.06341598788276315,0.05186973862612666,0.014040338760726924,0.018268826000470043,0.03445499126041213
CH,21,32.192211538461535,0.06059952649789361,0.04832347229911158,0.011565732067818042,0.016336255167306475,0.032532165270262904
CH,21,33.26528525641025,0.05819478949221472,0.04514282682719522,0.009506161752655413,0.01457340269833087,0.03050180931966633
CH,21,34.33835897435897,0.05596411164300755,0.04249515330108504,0.00775613540253499,0.013022477988553688,0.028719617578481592
CH,21,35.41143269230769,0.0541590923228516,0.039872876287867814,0.006510277244300455,0.011629716513338143,0.026619875398374952
CH,21,36.48450641025641,0.052565059696252525,0.037085116485683,0.005549368045719276,0.010397172354621427,0.024550782783010684
CH,21,37.557580128205124,0.05101219276324488,0.034141091220916665,0.004812719209836267,0.009308954358671028,0.022593109824437987
CH,21,38.63065384615384,0.04959139233240141,0.03149653361805787,0.0041970456824436475,0.008284359150051247,0.02065623971150042
CH,21,39.70372756410256,0.04836643778850348,0.028988457499788362,0.0037333595675404356,0.007370050840575296,0.018793381687152222
CH,21,40.77680128205128,0.04726743031567774,0.02682797101965079,0.0034508216085319308,0.006728619639873684,0.017400148406009886
CH,21,41.849875,0.045981802861206234,0.02469651773571968,0.0031847216146161372,0.006055918434867635,0.01605366730655078
DH,1,0.0,0.061748532844441276,0.025817884132266045,0.005838993429538927,0.009059412155433424,0.006237586515323658
DH,1,0.5758461538461538,0.06276474294044596,0.029133431698731234,0.006805633516059403,0.010558738727583089,0.00733073137328178
DH,1,1.1516923076923076,0.06416482980543878,0.035084724494498294,0.008573235041801321,0.013418321049560696,0.009418212205483733
DH,1,1.7275384615384615,0.065342356133592,0.045317330786569444,0.011557472483408483,0.018543873880324618,0.01340628900196772
DH,1,2.303384615384615,0.06622511919437749,0.062004542732167815,0.016590281868107862,0.027085776968719267,0.020451440278817252
DH,1,2.8792307692307686,0.06733316513317408,0.08537239637294095,0.024205745712959723,0.039109690677743024,0.030654412227867835
DH,1,3.455076923076923,0.06787795274631007,0.11659182053427777,0.034260026189488375,0.05451104907155202,0.045147407859286226
DH,1,4.030923076923076,0.06870628751459576,0.15384297568910507,0.047288582345552665,0.07312598448048854,0.061735677219319225
DH,1,4.60676923076923,0.07242064953068673,0.18749618629887427,0.06227427282824348,0.0919918902951801,0.07313904157170648
DH,1,5.182615384615384,0.08163120085885235,0.20673285056274018,0.07542495101506075,0.10415951323767121,0.0750060797925491
DH,1,5.758461538461537,0.0938520701295072,0.22761237162810102,0.0891874947418005,0.1151407849241471,0.07747083089072186
DH,1,6.334307692307692,0.10644707540834782,0.25647071545650235,0.10759949891558498,0.1326339585952215,0.08299866449659274
DH,1,6.910153846153846,0.11823531747846815,0.28865612826340803,0.12818795888797269,0.15410990417413006,0.08836954272771766
DH,1,7.485999999999999,0.12793660447711036,0.3174421262173425,0.14798726921989802,0.1759365146004018,0.09331464022397995
DH,1,8.061846153846153,0.14363565893618618,0.3193090801492278,0.15944179387647153,0.1809604766304458,0.08839546124904582
DH,1,8.637692307692307,0.1616736273025418,0.3082085147008791,0.1672046376126153,0.1768799096264027,0.08117469715384337
DH,1,9.21353846153846,0.18217854878622972,0.2830521559322273,0.17140483970825487,0.1642898475894561,0.06921240238766203
DH,1,9.789384615384614,0.1982229192614992,0.251659988783873,0.17025317955803085,0.148140942097911,0.05744607670867181
DH,1,10.365230769230768,0.20969996265657653,0.21664104168559173,0.1642049828564728,0.12849352013442544,0.04578517850201865
DH,1,10.941076923076922,0.2114866009125343,0.18301657598206417,0.15087048731225752,0.10676234372424119,0.03415049388731793
DH,1,11.516923076923074,0.2064951725386001,0.14790846343278452,0.13356546614141693,0.08597936414373229,0.025009792043926417
DH,1,12.09276923076923,0.19576859998179005,0.11542696231505374,0.11163440809308826,0.06473903505356757,0.01735174721925632
DH,1,12.668615384615384,0.1818220805608746,0.09166787863596453,0.09169219739926164,0.049049500587495236,0.012484072236814992
DH,1,13.244461538461538,0.1648831818348322,0.07360635929819424,0.07310475757679875,0.03731385290950207,0.009405792141572018
DH,1,13.820307692307692,0.1457319772996745,0.05982356870567403,0.05618745432450217,0.02872488001914141,0.007405661693825332
DH,1,14.396153846153844,0.12659026876146542,0.048670496893944336,0.04147652545159227,0.02237848758752094,0.005895651003598295
DH,1,14.971999999999998,0.1110957293283372,0.04044941023346924,0.03055232767725275,0.017752983518654394,0.0048465179944677025
DH,1,15.547846153846152,0.098677276214073,0.03404118768502395,0.022654165380767418,0.014280297918818319,0.0039959161844268275
DH,1,16.123692307692306,0.0876659975411036,0.02845444771437309,0.0160645980297523,0.011306643135497696,0.0032432318026295454
DH,1,16.69953846153846,0.07856335890762535,0.02387792763092142,0.011020616749335663,0.008910714599624574,0.002684001743899242
DH,1,17.275384615384613,0.07211823096232757,0.020816581364680127,0.007726631978664879,0.007280777959449853,0.002327663194551901
DH,1,17.851230769230767,0.06697364651594626,0.018457832981596933,0.00536980626370328,0.006017730051511729,0.0020888474967753713
DH,1,18.42707692307692,0.06259292443948132,0.01647293973959737,0.0035708342295484572,0.005022018882420405,0.001912291605096317
DH,1,19.002923076923075,0.059384991404610676,0.015041473587708812,0.0024527932531942325,0.004344338471847739,0.0018015762913849327
DH,1,19.57876923076923,0.05708206763607023,0.014002466840403419,0.0017492885477695906,0.0038643622992222534,0.0017320379856189255
DH,1,20.154615384615383,0.05497570965616476,0.013111322255116025,0.0012363916363834922,0.003499642319187536,0.0016746087690163746
DH,1,20.730461538461537,0.05333033328937305,0.012383634173362466,0.0008842818697103415,0.0032212750434205137,0.0016241813335020178
DH,1,21.30630769230769,0.05216314260858101,0.011884726512317473,0.0006850501501100351,0.003022225174200875,0.0015974968784056337
DH,1,21.882153846153845,0.05124662578406133,0.011476167467433018,0.0005326490014413673,0.0028572926267294123,0.001568220135589103
