sample_id,diagnosis,phi0_So,phi0_An,phi0_Vd,phi0_Fn,phi0_Pg,phieq_So,phieq_An,phieq_Vd,phieq_Fn,phieq_Pg,attractor_nearest,attractor_binary,attractor_ode,PC1_init,PC2_init
Mucositis.36,PIM,0.39160652232023524,0.03127506014434643,0.04330392943063352,0.17829457364341086,0.355519914461374,0.15789279683537344,0.17473236682349053,0.23373228151841302,0.18597286539152663,0.24766968943119638,CH,commensal,dysbiotic,-0.18944379946253415,0.21933287526267167
Peri-implantitis.24,PI,0.7545454545454545,0.08060606060606061,0.10181818181818182,0.010303030303030303,0.05272727272727273,0.2210168208927181,0.16736829626785946,0.21387681413313536,0.16984550970133855,0.22789255900494848,CS,commensal,dysbiotic,0.29292671779670126,0.06724205856485704
Mucositis.37,PIM,0.31451612903225806,0.1774193548387097,0.06451612903225806,0.10483870967741936,0.3387096774193548,0.15097200231219005,0.17589187332413514,0.2360344352098014,0.1875229389273894,0.24957875022648393,CH,commensal,dysbiotic,-0.2057368566026448,0.22166508319436456
Mucositis.38,PIM,0.26146788990825687,0.04128440366972477,0.08256880733944955,0.6077981651376146,0.006880733944954129,0.14091150872085395,0.17200095521909992,0.22661211968127468,0.21828475697363017,0.24219065940514137,CH,commensal,dysbiotic,-0.3746117298910669,-0.29017273223042567
Peri-implantitis.25,PI,0.08403361344537816,0.023600929733595566,0.002324333988914715,0.5351332022170571,0.35490792061505455,0.13957899440627225,0.1729274418870794,0.23138897942968345,0.20926137412940746,0.24684321014755747,DS,dysbiotic,dysbiotic,-0.6090942716147769,0.03595349888291954
Peri-implantitis.26,PI,0.20843361894676038,0.023779724655819776,0.061808029267353425,0.3857706748820641,0.3202079522480023,0.14411658961609947,0.17512780628272304,0.2353949025836277,0.19586986179415067,0.2494908397233992,DS,dysbiotic,dysbiotic,-0.4226502691724243,0.06958578678296705
Peri-implantitis.27,PI,0.19204389574759945,0.013717421124828532,0.02606310013717421,0.24279835390946503,0.5253772290809328,0.14403092503261083,0.1735339238638466,0.23780099024769646,0.1891210221647868,0.25551313869105935,DS,dysbiotic,dysbiotic,-0.4415747261626849,0.31337401675046
Peri-implantitis.28,PI,0.1692831473425383,0.0380177794590505,0.02969547947796482,0.6124456213353509,0.15055797238509552,0.13808123969367175,0.17194290549168995,0.22733677731537333,0.21976129457385213,0.24287778292541293,CH,commensal,dysbiotic,-0.5040518529997173,-0.1669438163532133
Peri-implantitis.29,PI,0.20993560257589697,0.04250229990800368,0.059429622815087395,0.6069917203311868,0.08114075436982521,0.13907666291526,0.17208609105694272,0.22726880396250368,0.21878504087388062,0.24278340119141292,CH,commensal,dysbiotic,-0.4428260054690179,-0.2268668224072254
Peri-implantitis.30,PI,0.07878017789072427,0.005082592121982211,0.0013977128335451081,0.5903430749682338,0.3243964421855146,0.13806507468321433,0.1719963491578423,0.2289819702731313,0.2162701274196728,0.2446864784661392,DS,dysbiotic,dysbiotic,-0.6294819662414871,-0.014306223892263955
Health.42,PIH,0.5800091178481879,0.0020515158422612263,0.3453385001139731,0.07191702758149077,0.0006838386140870754,0.18661716445479506,0.17148859962592974,0.22601157536491062,0.17746918192737668,0.23841347862698792,CS,commensal,dysbiotic,0.15150741714555555,-0.10221259723712194
Peri-implantitis.31,PI,0.000999000999000999,0.0,0.0002724548179093634,0.25519934610843703,0.7435291980746527,0.14030567609400893,0.16824127231811617,0.23650334666186087,0.18614148980404316,0.26880821512197073,DS,dysbiotic,dysbiotic,-0.6792533466057791,0.4745376995713847
Health.43,PIH,0.8278886872353297,0.0054446460980036296,0.14972776769509982,0.011343012704174229,0.00559588626739262,0.2349913408957736,0.16527915416397354,0.20962734946732378,0.16632596564916485,0.22377618982376413,CS,commensal,commensal,0.36841363177983594,0.021268064515465816
Health.44,PIH,0.6780557250355909,0.1767337807606264,0.08887533048606874,0.04860687411022981,0.007728289607484238,0.20625456128251674,0.16974519193212995,0.21831284840179077,0.17353523949564115,0.2321521588879214,CH,commensal,dysbiotic,0.23070620895950317,0.007462756942896503
Health.45,PIH,0.09988331388564761,0.05554259043173862,0.3929988331388565,0.4515752625437573,0.0,0.14052655867255798,0.17418802183772564,0.23672475171963686,0.19995040682302206,0.24861026094705735,DH,dysbiotic,dysbiotic,-0.41182589932287295,-0.3450925958679433
Health.46,PIH,0.7586732103570825,0.06363174818074124,0.09104755457776273,0.08630902013877137,0.00033846674564224065,0.22183846987433917,0.16725499560170343,0.2135828137288351,0.16970014845503653,0.22762357234008576,CH,commensal,dysbiotic,0.2773810941294658,-0.006199516343148222
Health.47,PIH,0.6488634557304085,0.06882848513749801,0.1859799713876967,0.08615482435224925,0.010173263392147512,0.20056510158643065,0.17018212995915444,0.22031129785373973,0.17492493716595633,0.23401653343471882,CS,commensal,dysbiotic,0.19054042436127888,-0.04155416129926634
Health.48,PIH,0.8299465240641711,0.05315508021390374,0.10160427807486631,0.013582887700534759,0.001711229946524064,0.2354863228722041,0.16525845592850166,0.2094166003206291,0.16624169512422882,0.22359692575443632,CH,commensal,commensal,0.3691818781091613,0.032569374694929806
Health.49,PIH,0.6496934604904632,0.029802452316076294,0.1723433242506812,0.13266348773841963,0.015497275204359673,0.20071193490393893,0.17015182391758196,0.22018134410333165,0.17502196608331574,0.23393293099183168,CS,commensal,dysbiotic,0.16548132665858317,-0.053291414052015124
Health.50,PIH,0.7152808988764044,0.07303370786516854,0.1991011235955056,0.010337078651685393,0.0022471910112359553,0.21322988705756818,0.16839334826262534,0.2164470857026318,0.17166065680749298,0.23026902216968176,CS,commensal,dysbiotic,0.2836712763709311,-0.010580240566148076
Health.51,PIH,0.42966983265490727,0.15377657168701944,0.07960199004975124,0.23111714156490276,0.10583446404341927,0.16328274416197133,0.17507604893520837,0.23135278479200008,0.1855367213730489,0.24475170073777122,CH,commensal,dysbiotic,-0.09158397017386807,-0.019146073554729325
Health.52,PIH,0.10234986945169713,0.0839425587467363,0.6163185378590078,0.1954308093994778,0.0019582245430809398,0.1391122478718111,0.1729708940604314,0.25247683685109523,0.18384108864806817,0.2515989325685941,CS,commensal,dysbiotic,-0.2764912913992944,-0.3005644893131032
Health.53,PIH,0.6359063648674792,0.08957245115109305,0.261172373766686,0.01044689495066744,0.002901915264074289,0.1977440935124083,0.17042129685246,0.2215749582230459,0.1753003734723152,0.2349592779397707,CS,commensal,dysbiotic,0.22305594711048865,-0.03953663388947872
Health.54,PIH,0.3525073746312684,0.05309734513274336,0.584070796460177,0.0058997050147492625,0.004424778761061947,0.14950657885256155,0.17301853160262032,0.24694565124483647,0.18161830658806963,0.24891093171191214,CS,commensal,dysbiotic,0.011884601288614405,-0.17357268475235585
Health.55,PIH,0.32838927920895133,0.02419984387197502,0.018214936247723135,0.6193078324225865,0.009888108248763986,0.14474648143313304,0.17144031021995207,0.22473451519275023,0.2185509736128893,0.24052771954127541,CH,commensal,dysbiotic,-0.3309673739453728,-0.2641152391302883
