model,chain,stage,beta
Dysbiotic_HOBIC,1,0,0.0
Dysbiotic_HOBIC,1,1,0.16278252005577087
Dysbiotic_HOBIC,1,2,0.5323379436108269
Dysbiotic_HOBIC,1,3,0.9999999860625846
Dysbiotic_HOBIC,1,4,1.0
