model,chain,stage,beta,beta_next,delta_beta,ess,ess_target,accept_rate,logL_min,logL_max,linearization_enabled,rom_error_pre,rom_error_post,delta_theta0
Dysbiotic_HOBIC,1,1,0.0,0.13708722591400146,0.13708722591400146,50.00000452822397,50.0,0.246,-13.941075744133403,8.183168794932207,0,nan,nan,nan
Dysbiotic_HOBIC,1,2,0.13708722591400146,0.6370872259140015,0.5,50.00000083945254,50.0,0.41,3.161705059651873,8.975179277549646,0,nan,nan,nan
Dysbiotic_HOBIC,1,3,0.6370872259140015,0.9999999891843565,0.36291276327035504,91.00991410891605,50.0,0.498,4.2235095925354695,9.846519622763369,0,0.0,nan,7.205759874066145
Dysbiotic_HOBIC,1,4,0.9999999891843565,1.0,1.0815643491923765e-08,100.00000000000003,50.0,0.45,4.201066679776754,9.35889319764445,0,nan,nan,nan
Dysbiotic_HOBIC,2,1,0.0,0.14340433478355408,0.14340433478355408,50.0000004967318,50.0,0.296,-16.13389283536697,9.081845113111719,0,nan,nan,nan
Dysbiotic_HOBIC,2,2,0.14340433478355408,0.6122254572595942,0.46882112247604013,50.000000629136096,50.0,0.414,1.92035815280192,9.986685715761315,0,nan,nan,nan
Dysbiotic_HOBIC,2,3,0.6122254572595942,0.9999999884434181,0.3877745311838239,87.75106925742867,50.0,0.482,2.198684260388202,9.807740587499618,0,0.0,nan,5.606915488355213
Dysbiotic_HOBIC,2,4,0.9999999884434181,1.0,1.1556581913652053e-08,100.0,50.0,0.504,3.397262946190186,9.882993839493246,0,nan,nan,nan
