model,chain,stage,accept_rate
Dysbiotic_HOBIC,1,0,0.246
Dysbiotic_HOBIC,1,1,0.41
Dysbiotic_HOBIC,1,2,0.498
Dysbiotic_HOBIC,1,3,0.45
Dysbiotic_HOBIC,2,0,0.296
Dysbiotic_HOBIC,2,1,0.414
Dysbiotic_HOBIC,2,2,0.482
Dysbiotic_HOBIC,2,3,0.504
