model,chain,stage,beta
Dysbiotic_HOBIC,1,0,0.0
Dysbiotic_HOBIC,1,1,0.13708722591400146
Dysbiotic_HOBIC,1,2,0.6370872259140015
Dysbiotic_HOBIC,1,3,0.9999999891843565
Dysbiotic_HOBIC,1,4,1.0
Dysbiotic_HOBIC,2,0,0.0
Dysbiotic_HOBIC,2,1,0.14340433478355408
Dysbiotic_HOBIC,2,2,0.6122254572595942
Dysbiotic_HOBIC,2,3,0.9999999884434181
Dysbiotic_HOBIC,2,4,1.0
