name,index,MAP,mean,median,hdi_lower,hdi_upper,et_lower,et_upper,rhat,ess
a11,0,3.676156690824853,2.2670022547517754,2.165350163646022,0.003345603913444961,4.6690409730712865,0.09958248679588631,4.845888226929689,,994.7373781361047
a12,1,-0.0293401628247687,1.0864811595976298,1.0261027215785699,-0.49860256476465814,2.725719848331891,-0.4407745985554499,2.8286405266892083,,909.3338990463803
a22,2,0.6186681032865138,1.7267497933782687,1.5414880779232176,0.00018813019791230623,4.265332750840189,0.08567580996581711,4.533601592240476,,956.6700760090055
b1,3,2.89166040560103,1.4633721605407408,1.419822118180265,0.14557153589121707,2.9659111403214666,0.09717367461142001,2.9350285847088755,,1000.0
b2,4,2.338771861670125,1.4928075772003289,1.4999124088999503,0.0027873538697722466,2.840995047447089,0.059934995111061845,2.9235202953125703,,1000.0
a33,5,0.38505735385626166,2.180645856388703,2.1309953157372883,0.017695505278958024,4.329367215340756,0.19064002233804092,4.612690637910237,,1000.0
a34,6,2.5341495063586077,1.55814838729995,1.7213920213207405,-0.2716382706969319,2.996587305267836,-0.3840840050691928,2.9359691108548263,,945.5837978090765
a44,7,3.908304785891945,2.0554996215855157,1.869611299312818,0.022054637376462072,4.420990969561531,0.11203449722945054,4.683141990024058,,1000.0
b3,8,3.1539398608826774,2.5641206159466203,2.669957734981051,0.11201707286551965,4.796499283851595,0.12443595593866241,4.812846533080934,,1000.0
b4,9,2.372914977909792,1.5103507416193633,1.5146407450620845,0.0044903866802430414,2.8266532194723033,0.05900094462048649,2.8976316662393575,,1000.0
a13,10,2.5897429695650604,0.45284539929606976,0.6970106524213144,-2.585574792456633,2.9842373894887073,-2.745553035229312,2.933747255609758,,956.3320638729604
a14,11,0.10613841235157828,1.168270222340726,1.0993420470152704,-0.4637065700088847,2.759566806858285,-0.4190515241710346,2.865935369435964,,1000.0
a23,12,4.653916110872961,3.934965877800111,4.144378635204378,2.2173014242826508,4.999755999573023,1.7467040930555802,4.964714564020326,,1000.0
a24,13,1.126358489012913,1.1856094378148985,1.173642493422718,-0.4473335507344993,2.873535587770846,-0.4329970362003777,2.8947786465564063,,1000.0
a55,14,0.672864032005928,2.549527581548964,2.638611576654225,0.05391760965163603,4.726239764421381,0.12944363937447415,4.8378346554240395,,1000.0
b5,15,0.4113676554377386,0.24498856314981537,0.24700380290187052,0.010539939845936597,0.4792581011312058,0.013858198813128313,0.4829895362731244,,1000.0
a15,16,1.098771495520124,1.2109052693266908,1.203117869832473,-0.4943595036710082,2.8264704761466892,-0.4260566983446471,2.907201240088389,,853.3205581797863
a25,17,1.7154583375745558,1.2960059409644444,1.3072088602781835,-0.31381975987715593,2.992280436250269,-0.4195267564767176,2.908948355548289,,899.8145539733782
a35,18,4.500084415413279,2.7004435443584036,2.8004235296376265,0.2224506326500132,4.9176692416360375,0.1273921694273117,4.866059321017513,,1000.0
a45,19,0.8071497412840457,2.1999885824585004,2.093921238083526,0.0005103149109837446,4.601041319375803,0.05583581955413171,4.77393457239551,,777.9340067719595
