model,chain,stage,accept_rate
Dysbiotic_Static,1,0,0.624
Dysbiotic_Static,1,1,0.5586666666666666
Dysbiotic_Static,1,2,0.672
Dysbiotic_Static,1,3,0.7506666666666667
Dysbiotic_Static,2,0,0.6333333333333333
Dysbiotic_Static,2,1,0.5693333333333334
Dysbiotic_Static,2,2,0.712
Dysbiotic_Static,2,3,0.7373333333333333
