sample	genus	count	percent
L_1	Limosilactobacillus	248	53.80
L_1	Lacticaseibacillus	93	20.17
L_1	Streptococcus	67	14.53
L_1	Bifidobacterium	14	3.04
L_1	Granulicatella	13	2.82
L_1	Rothia	9	1.95
L_1	Fusobacterium	8	1.74
L_1	Actinomyces	4	0.87
L_1	Aggregatibacter	2	0.43
L_1	Parvimonas	1	0.22
L_1	Veillonella	1	0.22
L_1	Haemophilus	1	0.22
