sample	genus	count	percent
A_3	Neisseria	104	42.45
A_3	Capnocytophaga	29	11.84
A_3	Streptococcus	24	9.80
A_3	Fusobacterium	12	4.90
A_3	Gemella	10	4.08
A_3	Aerococcus	10	4.08
A_3	Campylobacter	8	3.27
A_3	Finegoldia	8	3.27
A_3	Veillonella	8	3.27
A_3	Actinomyces	6	2.45
A_3	Haemophilus	5	2.04
A_3	Abiotrophia	5	2.04
A_3	Leptotrichia	4	1.63
A_3	Eikenella	3	1.22
A_3	Anaerococcus	3	1.22
A_3	Peptoniphilus	3	1.22
A_3	Prevotella	1	0.41
A_3	Rothia	1	0.41
A_3	Cardiobacterium	1	0.41
