sample	genus	count	percent
D_2	Lactiplantibacillus	1956	71.41
D_2	Streptococcus	298	10.88
D_2	Rothia	263	9.60
D_2	Lacticaseibacillus	115	4.20
D_2	Limosilactobacillus	56	2.04
D_2	Actinomyces	28	1.02
D_2	Veillonella	15	0.55
D_2	Gemella	3	0.11
D_2	Kingella	2	0.07
D_2	Haemophilus	1	0.04
D_2	Campylobacter	1	0.04
D_2	Neisseria	1	0.04
