sample	genus	count	percent
L_2	Streptococcus	154	40.85
L_2	Actinomyces	103	27.32
L_2	Limosilactobacillus	42	11.14
L_2	Granulicatella	28	7.43
L_2	Haemophilus	18	4.77
L_2	Corynebacterium	14	3.71
L_2	Veillonella	10	2.65
L_2	Gemella	5	1.33
L_2	Aggregatibacter	3	0.80
