sample	genus	count	percent
K_2	Limosilactobacillus	606	44.01
K_2	Lacticaseibacillus	520	37.76
K_2	Streptococcus	180	13.07
K_2	Veillonella	56	4.07
K_2	Rothia	11	0.80
K_2	Actinomyces	2	0.15
K_2	Atopobium	1	0.07
K_2	Lactiplantibacillus	1	0.07
