sample	genus	count	percent
D_1	Limosilactobacillus	207	45.49
D_1	Lactiplantibacillus	164	36.04
D_1	Streptococcus	45	9.89
D_1	Veillonella	12	2.64
D_1	Rothia	7	1.54
D_1	Lacticaseibacillus	7	1.54
D_1	Neisseria	5	1.10
D_1	Peptoniphilus	4	0.88
D_1	Prevotella	1	0.22
D_1	Campylobacter	1	0.22
D_1	Granulicatella	1	0.22
D_1	Bifidobacterium	1	0.22
