sample	genus	count	percent
B_2	Rothia	44	32.35
B_2	Streptococcus	38	27.94
B_2	Neisseria	16	11.76
B_2	Capnocytophaga	13	9.56
B_2	Veillonella	8	5.88
B_2	Actinomyces	5	3.68
B_2	Granulicatella	3	2.21
B_2	Eikenella	3	2.21
B_2	Abiotrophia	2	1.47
B_2	Lachnoanaerobaculum	2	1.47
B_2	Aerococcus	1	0.74
B_2	Fusobacterium	1	0.74
