model,chain,stage,accept_rate
Dysbiotic_Static,1,0,0.6378
Dysbiotic_Static,1,1,0.6126
Dysbiotic_Static,1,2,0.7164
Dysbiotic_Static,1,3,0.706
Dysbiotic_Static,2,0,0.64
Dysbiotic_Static,2,1,0.592
Dysbiotic_Static,2,2,0.6808
Dysbiotic_Static,2,3,0.6924
