model,chain,stage,beta
Dysbiotic_HOBIC,1,0,0.0
Dysbiotic_HOBIC,1,1,0.15887442231178284
Dysbiotic_HOBIC,1,2,0.5282333168049265
Dysbiotic_HOBIC,1,3,0.9999999859402572
Dysbiotic_HOBIC,1,4,1.0
Dysbiotic_HOBIC,2,0,0.0
Dysbiotic_HOBIC,2,1,0.13086768984794617
Dysbiotic_HOBIC,2,2,0.43071375113176735
Dysbiotic_HOBIC,2,3,0.9307137511317674
Dysbiotic_HOBIC,2,4,0.9999999979351089
Dysbiotic_HOBIC,2,5,1.0
