model,chain,stage,beta
Commensal_Static,1,0,0.0
Commensal_Static,1,1,0.5
Commensal_Static,1,2,0.9999999850988388
Commensal_Static,1,3,1.0
Commensal_Static,2,0,0.0
Commensal_Static,2,1,0.5
Commensal_Static,2,2,0.9999999850988388
Commensal_Static,2,3,1.0
