cond,day,file,fov,z_idx,z_frac,S.o,A.n,Vd/Vp,F.n,P.g
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,1,14,0.4666666666666667,0.19969461858272552,0.17607823014259338,0.4273052513599396,0.10359860956668854,0.09332331269979477
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,1,15,0.5,0.200571209192276,0.1769590973854065,0.42447006702423096,0.10532038658857346,0.09267917275428772
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,1,16,0.5333333333333333,0.19991670548915863,0.17864716053009033,0.42248350381851196,0.10725385695695877,0.0916987732052803
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,1,17,0.5666666666666667,0.2021971046924591,0.1791197806596756,0.4196586608886719,0.1087850034236908,0.09023942798376083
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,1,18,0.6,0.20482708513736725,0.17975737154483795,0.417229026556015,0.11173276603221893,0.08645368367433548
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,1,19,0.6333333333333333,0.20835815370082855,0.18034718930721283,0.4131664037704468,0.11424744874238968,0.08388082683086395
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,1,20,0.6666666666666666,0.21358439326286316,0.18045759201049805,0.40686357021331787,0.11811687052249908,0.08097762614488602
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,1,21,0.7,0.22191552817821503,0.18133166432380676,0.39846259355545044,0.12003036588430405,0.0782599225640297
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,1,22,0.7333333333333333,0.22637403011322021,0.18815167248249054,0.3770289719104767,0.12221155315637589,0.08623377978801727
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,1,23,0.7666666666666667,0.25411808490753174,0.1950732320547104,0.3363279104232788,0.1159570962190628,0.09852372854948044
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,1,24,0.8,0.3099328875541687,0.19306692481040955,0.2992198169231415,0.09440350532531738,0.10337691754102707
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,1,25,0.8333333333333334,0.3514882028102875,0.2005157768726349,0.25159725546836853,0.0754542425274849,0.12094461172819138
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,1,26,0.8666666666666667,0.397439181804657,0.20366419851779938,0.2064843773841858,0.06110319495201111,0.13130907714366913
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,1,27,0.9,0.4432179629802704,0.19809040427207947,0.17130213975906372,0.0488576740026474,0.1385318785905838
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,1,28,0.9333333333333333,0.4814746081829071,0.20099696516990662,0.13512031733989716,0.041231848299503326,0.14117629826068878
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,1,29,0.9666666666666667,0.51667320728302,0.20201128721237183,0.10605622082948685,0.03491171821951866,0.14034762978553772
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,1,30,1.0,0.5404269099235535,0.20045925676822662,0.0868934690952301,0.030864136293530464,0.14135625958442688
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,0,0.0,0.2233142852783203,0.21699540317058563,0.2726764678955078,0.03940840810537338,0.24760548770427704
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,1,0.02857142857142857,0.21405121684074402,0.212523952126503,0.28698498010635376,0.03918203338980675,0.247257798910141
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,2,0.05714285714285714,0.20580382645130157,0.20631258189678192,0.3081386983394623,0.04049453139305115,0.2392503172159195
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,3,0.08571428571428572,0.19287587702274323,0.20499750971794128,0.3267049491405487,0.04134131968021393,0.23408034443855286
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,4,0.11428571428571428,0.17908290028572083,0.20293228328227997,0.3462589979171753,0.04187646880745888,0.22984932363033295
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,5,0.14285714285714285,0.16978326439857483,0.20066162943840027,0.364124596118927,0.0430666022002697,0.2223638892173767
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,6,0.17142857142857143,0.1620691865682602,0.20060579478740692,0.37847793102264404,0.04371817037463188,0.21512891352176666
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,7,0.2,0.15406647324562073,0.19742585718631744,0.3935166597366333,0.045784082263708115,0.2092069685459137
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,8,0.22857142857142856,0.14686352014541626,0.19715100526809692,0.4055895507335663,0.04755038768053055,0.20284557342529297
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,9,0.2571428571428571,0.13978037238121033,0.1962386965751648,0.4187217354774475,0.04997527226805687,0.19528397917747498
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,10,0.2857142857142857,0.1342514306306839,0.19557049870491028,0.4295089840888977,0.05331043154001236,0.18735870718955994
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,11,0.3142857142857143,0.13162904977798462,0.1962318867444992,0.4391176998615265,0.0569264218211174,0.17609502375125885
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,12,0.34285714285714286,0.12921775877475739,0.19568932056427002,0.44487228989601135,0.06183316186070442,0.16838744282722473
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,13,0.37142857142857144,0.12973345816135406,0.19589178264141083,0.45006680488586426,0.06729140132665634,0.1570165753364563
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,14,0.4,0.13121584057807922,0.19753973186016083,0.45052266120910645,0.07357745617628098,0.14714427292346954
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,15,0.42857142857142855,0.13469086587429047,0.19677458703517914,0.452108234167099,0.07958180457353592,0.1368444263935089
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,16,0.45714285714285713,0.13923074305057526,0.19831211864948273,0.45006728172302246,0.085799440741539,0.12659040093421936
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,17,0.4857142857142857,0.14462192356586456,0.1975785791873932,0.44700467586517334,0.09424720704555511,0.1165475845336914
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,18,0.5142857142857142,0.15421314537525177,0.19828911125659943,0.4420914351940155,0.10190356522798538,0.1035027727484703
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,19,0.5428571428571428,0.16295354068279266,0.1963835507631302,0.4371599555015564,0.10994698852300644,0.09355596452951431
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,20,0.5714285714285714,0.1734054982662201,0.19447968900203705,0.43107572197914124,0.11687838286161423,0.08416077494621277
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,21,0.6,0.18501809239387512,0.192254438996315,0.4235934019088745,0.1231406107544899,0.07599347829818726
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,22,0.6285714285714286,0.19726409018039703,0.18949992954730988,0.41502922773361206,0.12848027050495148,0.06972643733024597
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,23,0.6571428571428571,0.20831049978733063,0.18908923864364624,0.40197956562042236,0.13199685513973236,0.06862378865480423
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,24,0.6857142857142857,0.21442443132400513,0.19619841873645782,0.3758299946784973,0.1372261494398117,0.07632100582122803
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,25,0.7142857142857143,0.2553480565547943,0.19734309613704681,0.3365813195705414,0.12549570202827454,0.08523178845643997
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,26,0.7428571428571429,0.2994772791862488,0.2014244943857193,0.2976140081882477,0.10285434126853943,0.09862983971834183
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,27,0.7714285714285715,0.3412416875362396,0.20644670724868774,0.2524004578590393,0.08262841403484344,0.11728270351886749
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,28,0.8,0.39009347558021545,0.20921556651592255,0.2075621485710144,0.06441295146942139,0.12871582806110382
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,29,0.8285714285714286,0.43126899003982544,0.20919355750083923,0.17134760320186615,0.05181344226002693,0.13637642562389374
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,30,0.8571428571428571,0.46515414118766785,0.20993994176387787,0.13900677859783173,0.04457974433898926,0.1413194239139557
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,31,0.8857142857142857,0.49396488070487976,0.20867007970809937,0.11268873512744904,0.04010247811675072,0.1445738822221756
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,32,0.9142857142857143,0.5233569145202637,0.20310352742671967,0.09179526567459106,0.03523269668221474,0.14651165902614594
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,33,0.9428571428571428,0.5440672039985657,0.20354875922203064,0.0751570463180542,0.03130045533180237,0.14592647552490234
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,34,0.9714285714285714,0.5594738721847534,0.2040456235408783,0.06163765862584114,0.02814786322414875,0.14669504761695862
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,2,35,1.0,0.571708083152771,0.2006487399339676,0.05364631861448288,0.02804790996015072,0.14594894647598267
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,3,0,0.0,0.1150498241186142,0.2294158637523651,0.39729806780815125,0.061117567121982574,0.19711868464946747
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,3,1,0.05263157894736842,0.11555373668670654,0.22444520890712738,0.4060639441013336,0.06438975036144257,0.1895473748445511
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,3,2,0.10526315789473684,0.11506812274456024,0.22224867343902588,0.4156186580657959,0.0677996352314949,0.1792648583650589
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,3,3,0.15789473684210525,0.1134205088019371,0.22320808470249176,0.4188613295555115,0.07413162291049957,0.1703784316778183
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,3,4,0.21052631578947367,0.10999373346567154,0.22621412575244904,0.41781747341156006,0.08207675069570541,0.16389799118041992
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,3,5,0.2631578947368421,0.1091717928647995,0.22969605028629303,0.41712403297424316,0.0913950502872467,0.15261313319206238
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,3,6,0.3157894736842105,0.11474248021841049,0.2316727191209793,0.41609835624694824,0.10303046554327011,0.13445591926574707
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,3,7,0.3684210526315789,0.12492150068283081,0.22858384251594543,0.4196717143058777,0.11601384729146957,0.11080902814865112
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,3,8,0.42105263157894735,0.13774092495441437,0.22614847123622894,0.41912752389907837,0.12729713320732117,0.08968594670295715
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,3,9,0.47368421052631576,0.1539965271949768,0.2223406434059143,0.4182378947734833,0.13558655977249146,0.06983831524848938
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,3,10,0.5263157894736842,0.17312206327915192,0.21474142372608185,0.4151746332645416,0.14317980408668518,0.05378207191824913
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,3,11,0.5789473684210527,0.1965910941362381,0.2060510665178299,0.40607336163520813,0.1479768306016922,0.04330766201019287
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,3,12,0.631578947368421,0.21721652150154114,0.20826922357082367,0.37642237544059753,0.15226617455482483,0.04582566022872925
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,3,13,0.6842105263157895,0.2707008719444275,0.20472364127635956,0.33624106645584106,0.13989078998565674,0.04844364896416664
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,3,14,0.7368421052631579,0.30518996715545654,0.20815610885620117,0.3027980327606201,0.12084737420082092,0.06300841271877289
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,3,15,0.7894736842105263,0.35935965180397034,0.2168094962835312,0.24538683891296387,0.09739129990339279,0.08105277270078659
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,3,16,0.8421052631578947,0.401636004447937,0.21787160634994507,0.2007172852754593,0.07866453379392624,0.10111061483621597
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,3,17,0.8947368421052632,0.4410528242588043,0.2210388034582138,0.16254672408103943,0.06413553655147552,0.1112261414527893
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,3,18,0.9473684210526315,0.4797426760196686,0.21868790686130524,0.12820477783679962,0.054253481328487396,0.11911115050315857
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,3,19,1.0,0.5094112753868103,0.2174006849527359,0.09926378726959229,0.04800499975681305,0.12591925263404846
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,0,0.0,0.22854368388652802,0.211183562874794,0.3343382775783539,0.04815632849931717,0.17777812480926514
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,1,0.025,0.22100114822387695,0.2096184939146042,0.34711235761642456,0.0506141297519207,0.1716538816690445
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,2,0.05,0.216408833861351,0.2064172774553299,0.36274489760398865,0.054738644510507584,0.15969032049179077
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,3,0.075,0.21028900146484375,0.2048012912273407,0.37807372212409973,0.05967964977025986,0.14715635776519775
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,4,0.1,0.2077714055776596,0.2011881172657013,0.3912716805934906,0.06630632281303406,0.13346250355243683
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,5,0.125,0.20845265686511993,0.19924740493297577,0.3976101875305176,0.07270331680774689,0.12198646366596222
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,6,0.15,0.2128535360097885,0.1962878555059433,0.40075933933258057,0.07891252636909485,0.11118683218955994
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,7,0.175,0.22098354995250702,0.19571654498577118,0.39794307947158813,0.08384453505277634,0.10151228308677673
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,8,0.2,0.22930864989757538,0.19435246288776398,0.3957846760749817,0.08739844709634781,0.09315572679042816
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,9,0.225,0.23323498666286469,0.19759245216846466,0.38635098934173584,0.09139149636030197,0.09143010526895523
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,10,0.25,0.236100435256958,0.2022516429424286,0.37548330426216125,0.0906013548374176,0.09556330740451813
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,11,0.275,0.23395517468452454,0.20557120442390442,0.36522096395492554,0.08811885863542557,0.10713385790586472
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,12,0.3,0.23165494203567505,0.2083827555179596,0.3609854578971863,0.08057880401611328,0.1183980256319046
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,13,0.325,0.22619134187698364,0.2080335170030594,0.36256250739097595,0.07546616345643997,0.12774647772312164
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,14,0.35,0.22053860127925873,0.20375703275203705,0.3686026930809021,0.0733395665884018,0.13376204669475555
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,15,0.375,0.2159663587808609,0.20176813006401062,0.3776026666164398,0.0715034157037735,0.13315950334072113
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,16,0.4,0.21387629210948944,0.19536834955215454,0.390811562538147,0.07069290429353714,0.12925086915493011
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,17,0.425,0.21259568631649017,0.19160370528697968,0.39971354603767395,0.07159928232431412,0.12448771297931671
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,18,0.45,0.212690532207489,0.1886717975139618,0.4069211483001709,0.0731661319732666,0.11855031549930573
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,19,0.475,0.21362479031085968,0.1865057498216629,0.41394683718681335,0.07437837868928909,0.11154423654079437
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,20,0.5,0.21329699456691742,0.18588699400424957,0.41959038376808167,0.076341912150383,0.10488363355398178
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,21,0.525,0.21378450095653534,0.18416787683963776,0.42278510332107544,0.07887262105941772,0.10038980841636658
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,22,0.55,0.21482913196086884,0.1841132789850235,0.4252437353134155,0.08225469291210175,0.09355921298265457
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,23,0.575,0.21766769886016846,0.1829073578119278,0.425384521484375,0.08664363622665405,0.0873967632651329
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,24,0.6,0.2238256186246872,0.18217705190181732,0.42223870754241943,0.09140283614397049,0.08035573363304138
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,25,0.625,0.2305852174758911,0.18401390314102173,0.4143598973751068,0.09518702328205109,0.07585392892360687
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,26,0.65,0.23571404814720154,0.1864030659198761,0.4050873816013336,0.09993846714496613,0.07285703718662262
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,27,0.675,0.24305576086044312,0.1869145631790161,0.396761417388916,0.10315730422735214,0.07011102139949799
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,28,0.7,0.25261709094047546,0.18718865513801575,0.3879610002040863,0.10479094088077545,0.06744227558374405
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,29,0.725,0.2613082826137543,0.18837134540081024,0.3760705888271332,0.10672818869352341,0.06752153486013412
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,30,0.75,0.26932352781295776,0.19324694573879242,0.35742276906967163,0.10807868838310242,0.07192802429199219
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,31,0.775,0.26671716570854187,0.2150420993566513,0.31846675276756287,0.11014451086521149,0.08962950855493546
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,32,0.8,0.3038260042667389,0.22157464921474457,0.2721940279006958,0.09956243634223938,0.10284282267093658
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,33,0.825,0.35395243763923645,0.2257222682237625,0.23032844066619873,0.08180516213178635,0.10819169878959656
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,34,0.85,0.39751797914505005,0.23499588668346405,0.1812010407447815,0.06473434716463089,0.12155069410800934
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,35,0.875,0.45278283953666687,0.23384368419647217,0.13824687898159027,0.05074985697865486,0.12437672168016434
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,36,0.9,0.49481356143951416,0.2291671484708786,0.10953046381473541,0.04091546684503555,0.12557336688041687
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,37,0.925,0.5303794741630554,0.22770428657531738,0.08700572699308395,0.03265826031565666,0.12225227802991867
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,38,0.95,0.5557309985160828,0.22826805710792542,0.06620589643716812,0.028121016919612885,0.12167400121688843
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,39,0.975,0.5770061016082764,0.22667725384235382,0.05174276605248451,0.023777414113283157,0.12079651653766632
CH,6,240416_HOBIC22_5Spezies_FISH_Tag6,4,40,1.0,0.5950687527656555,0.2230234295129776,0.042021334171295166,0.02109314687550068,0.1187933087348938
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,0,0,0.0,0.5708134770393372,0.22622616589069366,0.1352331042289734,0.04067414626479149,0.02705313079059124
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,0,1,0.14285714285714285,0.48385074734687805,0.24478930234909058,0.1610192358493805,0.06008622795343399,0.050254471600055695
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,0,2,0.2857142857142857,0.3350604772567749,0.2583404779434204,0.1974094659090042,0.09638065099716187,0.11280889809131622
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,0,3,0.42857142857142855,0.15543921291828156,0.2654472291469574,0.24227719008922577,0.13935409486293793,0.19748224318027496
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,0,4,0.5714285714285714,0.14873744547367096,0.2917797863483429,0.2923167943954468,0.16701483726501465,0.10015121102333069
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,0,5,0.7142857142857143,0.4101301431655884,0.22826752066612244,0.19067063927650452,0.10614578425884247,0.06478587538003922
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,0,6,0.8571428571428571,0.6363250613212585,0.20278769731521606,0.11228133738040924,0.029692819342017174,0.018913062289357185
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,0,7,1.0,0.7482884526252747,0.1573205143213272,0.07456611096858978,0.013543972745537758,0.006280973087996244
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,1,0,0.0,0.4707144796848297,0.3210033178329468,0.10957660526037216,0.05148143693804741,0.04722421616315842
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,1,1,0.14285714285714285,0.36884990334510803,0.3360884189605713,0.15697123110294342,0.07158302515745163,0.06650742143392563
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,1,2,0.2857142857142857,0.23261508345603943,0.3414835035800934,0.23484136164188385,0.10215320438146591,0.0889069065451622
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,1,3,0.42857142857142855,0.15294790267944336,0.34208887815475464,0.28640347719192505,0.13102537393569946,0.08753436803817749
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,1,4,0.5714285714285714,0.25913429260253906,0.3111356496810913,0.2623351812362671,0.12350839376449585,0.04388660192489624
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,1,5,0.7142857142857143,0.5049977898597717,0.2647436559200287,0.15469668805599213,0.0483052060008049,0.02725665457546711
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,1,6,0.8571428571428571,0.6783707737922668,0.22629933059215546,0.0628390833735466,0.02002001740038395,0.012470807880163193
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,1,7,1.0,0.7671237587928772,0.1838618814945221,0.03206346184015274,0.011046560481190681,0.005904334131628275
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,2,0,0.0,0.48822444677352905,0.3839358389377594,0.12435705214738846,0.0011690539540722966,0.002313589910045266
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,2,1,0.05,0.4057328402996063,0.4046236276626587,0.17476460337638855,0.004847427364438772,0.010031409561634064
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,2,2,0.1,0.2440178245306015,0.4036581516265869,0.2608794569969177,0.03407866135239601,0.05736583471298218
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,2,3,0.15,0.04851596802473068,0.34782373905181885,0.3069933354854584,0.10737748444080353,0.18928943574428558
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,2,4,0.2,0.0911002829670906,0.3549955487251282,0.30826765298843384,0.14318500459194183,0.10245149582624435
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,2,5,0.25,0.20881862938404083,0.3206898868083954,0.27641016244888306,0.12919576466083527,0.06488560140132904
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,2,6,0.3,0.2056596279144287,0.2659936547279358,0.26496654748916626,0.1375366598367691,0.12584346532821655
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,2,7,0.35,0.2252850979566574,0.2529514729976654,0.28224048018455505,0.14397576451301575,0.09554719179868698
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,2,8,0.4,0.273904949426651,0.24222196638584137,0.3070133328437805,0.13805221021175385,0.03880755230784416
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,2,9,0.45,0.29482170939445496,0.22960318624973297,0.308320015668869,0.12630027532577515,0.04095478728413582
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,2,10,0.5,0.323776513338089,0.2216675728559494,0.3117761015892029,0.12295106053352356,0.019828693941235542
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,2,11,0.55,0.3377855122089386,0.21820345520973206,0.30457302927970886,0.11608412861824036,0.023353921249508858
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,2,12,0.6,0.35359662771224976,0.21929211914539337,0.2978188991546631,0.11231940984725952,0.016973014920949936
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,2,13,0.65,0.3637043833732605,0.22566422820091248,0.2926647663116455,0.1077941507101059,0.010172499343752861
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,2,14,0.7,0.3976575434207916,0.22406215965747833,0.28042343258857727,0.09308455139398575,0.004772369749844074
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,2,15,0.75,0.4451174736022949,0.21826228499412537,0.2645871639251709,0.06985533237457275,0.002177820773795247
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,2,16,0.8,0.49423748254776,0.2114090621471405,0.24117687344551086,0.05224956199526787,0.000927117420360446
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,2,17,0.85,0.5451476573944092,0.21079899370670319,0.20628131926059723,0.0372701920568943,0.0005019202944822609
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,2,18,0.9,0.6225962042808533,0.20944827795028687,0.14835825562477112,0.019137505441904068,0.0004597166262101382
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,2,19,0.95,0.6864001154899597,0.22162885963916779,0.0887366309762001,0.0030857331585139036,0.00014871083840262145
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,2,20,1.0,0.57977694272995,0.35874268412590027,0.06124627962708473,0.00017814220336731523,5.5967826483538374e-05
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,3,0,0.0,0.5727909207344055,0.23903033137321472,0.08291558921337128,0.04496049880981445,0.06030270457267761
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,3,1,0.0625,0.4931795299053192,0.25816965103149414,0.1155630573630333,0.055788327008485794,0.07729942351579666
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,3,2,0.125,0.35646653175354004,0.277841717004776,0.18310116231441498,0.0763898566365242,0.1062006726861
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,3,3,0.1875,0.1769290566444397,0.2692048251628876,0.3162820041179657,0.10455596446990967,0.13302825391292572
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,3,4,0.25,0.17261165380477905,0.285770982503891,0.34040504693984985,0.12228883802890778,0.0789235308766365
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,3,5,0.3125,0.3453223407268524,0.25485023856163025,0.22644291818141937,0.0961984246969223,0.07718604058027267
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,3,6,0.375,0.4398358166217804,0.22174668312072754,0.1680528074502945,0.07846684753894806,0.09189789742231369
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,3,7,0.4375,0.3758314847946167,0.22712697088718414,0.15446801483631134,0.09426689147949219,0.14830665290355682
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,3,8,0.5,0.16711238026618958,0.24719096720218658,0.20245689153671265,0.14211468398571014,0.24112503230571747
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,3,9,0.5625,0.09989981353282928,0.24810278415679932,0.2191510945558548,0.17117880284786224,0.2616674304008484
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,3,10,0.625,0.10864604264497757,0.25556421279907227,0.17531105875968933,0.18136467039585114,0.2791140377521515
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,3,11,0.6875,0.1181541457772255,0.25958290696144104,0.13592854142189026,0.1680881828069687,0.3182463049888611
CH,10,240416_HOBIC22_5Spezies_FISH_Tag10,3,12,0.75,0.13510388135910034,0.2575033903121948,0.0907374769449234,0.15074943006038666,0.36590576171875
