model,chain,stage,accept_rate
Commensal_Static,1,0,0.452
Commensal_Static,1,1,0.4746666666666667
Commensal_Static,1,2,0.5426666666666666
Commensal_Static,1,3,0.5386666666666666
Commensal_Static,1,4,0.5266666666666666
Commensal_Static,2,0,0.56
Commensal_Static,2,1,0.384
Commensal_Static,2,2,0.4613333333333333
Commensal_Static,2,3,0.548
Commensal_Static,2,4,0.5786666666666667
