model,chain,stage,beta,beta_next,delta_beta,ess,ess_target,accept_rate,logL_min,logL_max,linearization_enabled,rom_error_pre,rom_error_post,delta_theta0
Commensal_Static,1,1,0.0,0.08810028433799744,0.08810028433799744,75.00000592446597,75.0,0.452,-1.7439081666543164,29.486236765567362,0,nan,nan,nan
Commensal_Static,1,2,0.08810028433799744,0.45183501545505944,0.363734731117062,75.00000217936481,75.0,0.4746666666666667,14.889204809222937,29.617630960666666,0,nan,nan,nan
Commensal_Static,1,3,0.45183501545505944,0.9518350154550594,0.5,115.40529337846705,75.0,0.5426666666666666,25.68980194141239,29.712475667720284,0,0.0,nan,3.697213106145605
Commensal_Static,1,4,0.9518350154550594,0.9999999985645716,0.04816498310951216,149.68363457524345,75.0,0.5386666666666666,22.398805011789673,29.65090797083205,0,nan,nan,nan
Commensal_Static,1,5,0.9999999985645716,1.0,1.4354284427753328e-09,150.0,75.0,0.5266666666666666,26.055866723017967,29.668114163451392,0,nan,nan,nan
Commensal_Static,2,1,0.0,0.07630151510238647,0.07630151510238647,75.0000080065391,75.0,0.56,-16.362934115425904,29.385302012078373,0,nan,nan,nan
Commensal_Static,2,2,0.07630151510238647,0.2541994125806717,0.17789789747828522,75.00000084170264,75.0,0.384,5.687558311367159,29.674255298548864,0,nan,nan,nan
Commensal_Static,2,3,0.2541994125806717,0.7541994125806717,0.5,77.04986555872689,75.0,0.4613333333333333,21.456284380151885,29.674255298548864,0,0.0,nan,3.7694597837935273
Commensal_Static,2,4,0.7541994125806717,0.9999999926745716,0.24580058009389996,143.90441341467428,75.0,0.548,25.98678789874973,29.7346874801607,0,nan,nan,nan
Commensal_Static,2,5,0.9999999926745716,1.0,7.325428375004606e-09,150.00000000000006,75.0,0.5786666666666667,26.199130151230072,29.70648668684362,0,nan,nan,nan
